"","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"2-Apr",0.239837914705276,0,4.11204624176025,0,0,0,0,12.2836723327637,2.10693979263306,11.7646102905273,0,0,0,13.4596796035767,8.1859073638916,0,0,0,0,2.50390315055847,2.15040683746338,1.3212890625,0,4.63466882705688,0,0,31.0839824676514,10.68812084198,0,12.6935529708862,5.02753829956055,0.322265625,4.26099300384521,
"3-Apr",0,0,3.79067587852478,0,0,0,5.51017665863037,-999,4.93151473999023,1.65353274345398,0,0,0,8.95076560974121,16.0517826080322,0,0,3.40497493743896,0,0,0,4.23845529556274,0,24.4362831115723,0,0,4.65216970443726,5.84538221359253,0,0.828336238861084,30.8481483459473,0,37.2837371826172,
"4-Apr",0,11.5721035003662,-999,3.37699747085571,0.897042810916901,0,0.789714455604553,1.25640785694122,12.979133605957,2.15927648544312,0,0,0,9.73088836669922,1.41546678543091,0,0,0,0.405577570199966,0,0,48.5893821716309,0,15.119234085083,0,0,4.31504583358765,0,0.370272010564804,0,1.06465435028076,3.84819102287292,30.5363445281982,
"5-Apr",2.53068041801453,0,0.688459992408752,5.07932472229004,4.87940216064453,2.38635277748108,-999,8.19983577728271,0,0.211015939712524,0,0,0,4.18927526473999,15.3572978973389,2.312255859375,1.2367832660675,8.96064949035645,0,0,0,9.31505680084229,7.90287399291992,16.6366863250732,0,0,1.18594217300415,2.40698099136353,0,5.2918586730957,12.7528619766235,2.7100875377655,6.95489120483398,
"6-Apr",8.3847770690918,0,11.6963758468628,3.20100903511047,9.64625549316406,8.09111785888672,-999,18.8143558502197,12.4022159576416,12.0286350250244,0,14.1304607391357,-999,0,8.0600471496582,21.194372177124,0,1.02459299564362,1.6355721950531,1.39266633987427,0,8.93871879577637,26.3875846862793,26.8855590820312,1.62366700172424,0,9.42442035675049,0,0,1.56270265579224,5.0428409576416,9.33885383605957,15.7467346191406,
"7-Apr",9.25668525695801,0.825118243694305,12.7124538421631,-999,16.9931411743164,0,2.33627414703369,4.64294385910034,23.9080467224121,15.1178379058838,0,1.04335105419159,12.9029083251953,2.4290452003479,6.15365934371948,5.92414093017578,0.952731847763062,3.83161497116089,15.9174795150757,0,0,7.76006174087524,0.541974544525146,3.01226997375488,0,0,0,15.621434211731,0,7.25538778305054,11.9955377578735,9.77311134338379,2.25876545906067,
"8-Apr",-999,0,0,1.50451636314392,24.9692363739014,2.23416137695312,4.23421716690063,0,0,6.9207181930542,1.51333451271057,1.65551996231079,6.36471700668335,4.45181655883789,4.81896352767944,2.38248085975647,6.00599479675293,4.07650899887085,4.41615438461304,0,0,4.98529243469238,7.26163530349731,8.71996402740479,0,0,0,0,0.4833984375,2.70172452926636,4.38122653961182,0,11.1779623031616,
"9-Apr",5.39219570159912,5.63188886642456,2.7851824760437,24.3318023681641,13.4194803237915,1.68378865718842,3.98186349868774,9.43478679656982,0,11.304913520813,0,0,0.526734352111816,46.6416435241699,35.3950157165527,20.7863292694092,5.28774118423462,11.9637985229492,15.8805084228516,0,0,12.2269229888916,0,10.7029714584351,6.58288431167603,0,0,0,0,6.40074682235718,8.90848159790039,0,7.0657844543457,
"10-Apr",0,12.3090782165527,13.7778720855713,9.78991603851318,17.1956081390381,5.31189584732056,33.4759292602539,6.89203929901123,0.7296422123909,15.4997291564941,0,11.0956916809082,0,0,11.7855529785156,1.89141988754272,10.3504848480225,14.1677713394165,0.358860015869141,3.72872447967529,0,18.9364280700684,20.2623119354248,9.15039539337158,0.292286694049835,7.56502914428711,0.920770287513733,0,0,2.1083402633667,15.6661033630371,0,0.219094440340996,
"11-Apr",0,6.14652585983276,43.5256195068359,1.40782332420349,39.2855682373047,11.9612913131714,25.7246799468994,15.1154260635376,43.6607666015625,1.94152784347534,0,0.850552082061768,0.322265625,0,3.8054096698761,8.19062995910645,0,0,0,0.682986557483673,0,8.84459400177002,14.9726314544678,0,35.419921875,5.134765625,0,0,0,9.57351684570312,14.453971862793,1.29169750213623,0,
"12-Apr",0.337860226631165,19.5922050476074,1.15776765346527,12.1129627227783,0,3.13469362258911,2.52594709396362,0,9.88323020935059,0,0,3.75102806091309,0,0,6.8123197555542,10.9344997406006,0,0,0,3.02567911148071,0,0,3.1471004486084,12.6470680236816,0,4.09959173202515,73.2740707397461,2.34584498405457,0,20.0750141143799,24.8289260864258,0,1.51578032970428,
"13-Apr",0.800212979316711,5.687171459198,17.5816097259521,0,7.50228023529053,4.3489089012146,4.55879402160645,10.0226306915283,3.4683837890625,0,0,0,0.211944758892059,0,0,0.203034430742264,0,0,0.32815209031105,28.5974102020264,16.081371307373,11.5979957580566,2.35162472724915,0,31.3219966888428,2.536869764328,11.1338319778442,8.37863922119141,0,2.50768685340881,9.64496994018555,6.85909605026245,0,
"14-Apr",0,7.98122215270996,13.3858213424683,7.68329000473022,0.915387749671936,10.6524333953857,0,0,3.09534549713135,0,0,0.322265625,2.33413362503052,0,1.33765184879303,0,0,0,0,14.5690965652466,17.2327308654785,2.58413648605347,0,0,7.25476837158203,10.3863821029663,2.68936538696289,7.70988464355469,0,13.5991287231445,0,0,11.041841506958,
"15-Apr",0.4833984375,8.33864307403564,28.3222179412842,3.93494939804077,0,5.07396078109741,0,7.45649719238281,0,0,0,0,1.88456642627716,0,0,0,0,0,0,0,11.5952215194702,1.56748592853546,0.822121024131775,0,25.3613014221191,0,11.9938173294067,16.4187774658203,0.657382249832153,6.66100788116455,5.31598854064941,0,8.56888771057129,
"16-Apr",0.687425315380096,1.94112002849579,2.60466074943542,0,0,1.82728290557861,0,11.7907285690308,0,0,-999,0,7.70017194747925,21.0775508880615,0,0,4.01608228683472,6.16043043136597,0,0,3.72090673446655,7.03254985809326,0,3.2447292804718,7.27634143829346,1.38778614997864,0.505003154277802,0,0,12.2721118927002,0,3.00059509277344,0,
"17-Apr",0.925384640693665,11.2686319351196,14.5135087966919,0.750423431396484,0,31.7170600891113,0,10.5884609222412,0.931291043758392,0,4.6173357963562,0,0,0.8056640625,0.679638385772705,4.62475109100342,2.34724378585815,0,0,11.1843862533569,7.89635419845581,2.39103221893311,0.971336305141449,19.6813449859619,15.6678009033203,0,0,2.91410708427429,0,1.56963586807251,13.145489692688,0,1.46902561187744,
"18-Apr",11.2407598495483,2.61795663833618,4.71474456787109,4.52016544342041,1.60232150554657,1.88633513450623,0,17.5526943206787,0,0,0,4.53058290481567,1.52076864242554,9.49103546142578,11.5655364990234,10.9463119506836,3.1530179977417,0,0,0,0,2.01528263092041,-999,7.57712411880493,0.4833984375,2.82789134979248,0,16.8552894592285,0,34.6194648742676,2.37187099456787,0,14.7544384002686,
"19-Apr",0.861056327819824,0.9890998005867,9.92523384094238,14.8152484893799,11.8693466186523,4.89711380004883,-999,10.4090700149536,0,0,0,7.06721210479736,0,8.97885131835938,8.68300437927246,4.97740888595581,12.2239036560059,0,0,10.0900363922119,0.686103820800781,7.27438163757324,1.03277027606964,13.0245695114136,1.1792219877243,25.7855567932129,0,13.222677230835,7.72414970397949,7.1615138053894,1.91783452033997,0,4.82229709625244,
"20-Apr",14.3719501495361,2.45319414138794,0,3.38694310188293,0,2.93611812591553,0,0,0,0,0,10.50119972229,0,0,2.32379031181335,-999,0,0,0.355568528175354,0,0,5.53862714767456,5.35924100875854,20.0405826568604,18.0272674560547,16.8303833007812,6.27603340148926,6.46840763092041,0,3.42633438110352,12.8996963500977,0,3.53535175323486,
"21-Apr",10.860164642334,2.76887774467468,6.05376148223877,36.3848342895508,-999,12.025634765625,0,0,0,0.840505301952362,0,30.3162727355957,12.6895380020142,5.20245122909546,12.4658899307251,5.27394008636475,0,0.621158003807068,27.9631996154785,1.15195512771606,48.2524147033691,12.3864212036133,0,4.62276935577393,3.7775092124939,13.7273092269897,0.644531190395355,0.480538457632065,4.59248065948486,5.99718475341797,0,0,10.2351531982422,
"22-Apr",0,4.52056169509888,0.38060986995697,24.7037620544434,-999,9.95851230621338,2.62819457054138,1.45027470588684,0,2.6939902305603,11.9883069992065,7.65254211425781,1.24954652786255,3.16994690895081,5.51020193099976,8.01226902008057,0,3.79893112182617,7.40868377685547,1.651611328125,12.0843105316162,0,0,15.0147476196289,8.66147422790527,0,12.9955043792725,2.01118445396423,3.81674647331238,17.4764289855957,6.93993902206421,2.99289107322693,13.5267543792725,
"23-Apr",1.89259433746338,4.0733323097229,0.357477158308029,0,0,12.5546646118164,14.4171190261841,16.0619258880615,4.64170694351196,0,5.36514282226562,2.86999344825745,0,0,3.27456760406494,7.91804456710815,0,17.118688583374,0,0.248165130615234,10.9171543121338,0,0,15.2404193878174,2.22393321990967,0.593304872512817,0.64453125,25.1527500152588,2.68953084945679,15.5541391372681,0,0,7.77307558059692,
"24-Apr",0.365185081958771,3.76792669296265,0.25,11.8870468139648,0,8.3289155960083,7.06603908538818,4.18959522247314,0.207921355962753,17.4007911682129,8.94635105133057,6.18378448486328,7.17614269256592,0,4.68135356903076,10.6907711029053,13.3332614898682,2.28689908981323,7.53039169311523,0,3.94304537773132,10.930326461792,0,5.79960870742798,0,4.43170022964478,0,42.566047668457,7.26651477813721,33.575855255127,0.49674266576767,9.94013786315918,0.4833984375,
"25-Apr",-999,7.35663938522339,0.93397319316864,11.6405143737793,0,19.6727313995361,2.07378172874451,3.18374872207642,5.23834800720215,11.3274517059326,4.77026033401489,3.51767754554749,23.8433399200439,0,25.9392242431641,20.0726680755615,0,14.6881313323975,0,0,0,2.87132573127747,5.80676460266113,16.7169761657715,0,0.22710907459259,5.96147537231445,5.02556228637695,0.4833984375,7.08709716796875,0,1.66007876396179,3.4181387424469,
"26-Apr",-999,3.65682744979858,1.56487119197845,7.4808874130249,0.410900235176086,10.1274795532227,-999,0.827774286270142,0,0,27.4146690368652,22.1008434295654,23.5942420959473,7.69744634628296,20.3984985351562,4.8452262878418,34.0214691162109,14.0015316009521,3.96417617797852,3.04584932327271,21.3529682159424,0,2.52791309356689,0,0.556349754333496,0,1.28568267822266,2.02674865722656,30.193510055542,20.659029006958,0,0,13.5477495193481,
"27-Apr",-999,0.66459459066391,-999,2.69781923294067,0,17.2716903686523,-999,22.3496150970459,0,6.40361309051514,12.2286853790283,27.1408958435059,15.0218048095703,15.418662071228,3.74468398094177,3.46639394760132,13.6043338775635,15.7163534164429,9.26323509216309,8.54913139343262,22.3663845062256,0,25.8523120880127,0,3.95962262153625,0,1.50022542476654,0,23.5097560882568,13.1460828781128,32.7630386352539,0,0,
"28-Apr",-999,5.30617237091064,-999,10.4750967025757,3.06830406188965,0,-999,1.1362292766571,1.19450950622559,10.1836194992065,3.09968876838684,5.75199222564697,13.3575887680054,13.2708826065063,16.0330944061279,0,8.37450981140137,23.2549457550049,0,1.39671039581299,1.91231381893158,0,4.38411092758179,0,7.05137968063354,0,10.1557741165161,0.834188401699066,7.5583667755127,8.38068294525146,0.394092679023743,0,0,
"29-Apr",-999,0,-999,12.2723379135132,1.0837322473526,5.29638433456421,2.81766438484192,0,0,41.9577102661133,4.51959037780762,8.82750129699707,20.6113986968994,60.2013168334961,3.85616827011108,0,15.3270664215088,8.26500034332275,2.89475035667419,39.9628944396973,8.14687633514404,6.29338312149048,1.72191607952118,0,0,0,2.88337588310242,16.1338157653809,28.3487682342529,19.5184097290039,2.5510106086731,0,0,
"30-Apr",-999,0,0,0.855537176132202,4.41694688796997,9.16398334503174,0.530338764190674,0,4.22110462188721,10.4090032577515,3.52566170692444,1.16144406795502,12.1827955245972,2.80616044998169,13.6949262619019,10.7105846405029,7.01977682113647,6.41410732269287,3.30593872070312,0.322265625,33.6203536987305,9.81861114501953,0,0,5.77306938171387,8.48342323303223,12.2920770645142,0,4.05701112747192,2.83210849761963,5.66867065429688,15.2894735336304,1.52623379230499,
"1-May",2.26535654067993,5.62658071517944,0.58137583732605,-999,3.82432556152344,17.3519821166992,0,0,1.24065732955933,3.31461000442505,1.33720541000366,9.13639831542969,3.25872278213501,3.52369689941406,9.18185806274414,0,11.6540927886963,3.75432991981506,0.8056640625,0.786135137081146,2.21576714515686,7.97562122344971,8.69426155090332,0,1.6934928894043,0,6.89548540115356,0,9.25089550018311,4.21308898925781,10.0722885131836,0,63.4560852050781,
"2-May",11.7105531692505,1.5817619562149,5.48291778564453,23.2126693725586,0,7.92807102203369,0.665686011314392,0,16.6463184356689,9.21066856384277,4.42267560958862,22.8299942016602,2.25141000747681,11.4865283966064,4.03939628601074,0,12.6868495941162,14.1580820083618,4.99151754379272,6.08271455764771,8.97522354125977,17.5277214050293,22.5985202789307,0,0,0,0,0,17.7943000793457,3.90922927856445,0.486510872840881,15.0375385284424,1.99293231964111,
"3-May",4.57788419723511,0,0,0,15.5120391845703,2.26882314682007,1.63742899894714,0,30.4214382171631,7.16296815872192,3.43599224090576,4.74973440170288,0,0.200313001871109,0,5.00175142288208,1.63154065608978,4.69289970397949,0,24.0301723480225,4.05380296707153,5.3844051361084,13.8608703613281,2.32697415351868,6.415855884552,0.53533935546875,0,0,10.3230037689209,1.70319151878357,6.54963874816895,9.18898963928223,14.9508094787598,
"4-May",0,0,-999,5.6067910194397,4.38088607788086,1.62562739849091,0.510164439678192,0,0,10.50852394104,3.84244155883789,7.92763900756836,0,0,0.839046359062195,18.3374195098877,0,2.81564593315125,4.0894136428833,5.55642604827881,2.90490102767944,3.99388647079468,7.32534313201904,4.5813102722168,19.6061420440674,1.03513097763062,0,0,1.36062633991241,8.49542617797852,1.17522501945496,3.48152661323547,0,
"5-May",9.23025226593018,0,-999,0.687623858451843,5.82476902008057,1.87746119499207,0,0,0,0,0,0,0,0,-999,11.9210147857666,0,3.46887540817261,0,0,12.254846572876,2.62104320526123,2.70071029663086,0,16.8561325073242,3.35911870002747,1.20207405090332,31.3055686950684,4.02947902679443,4.23056364059448,7.25756072998047,2.99380564689636,0,
"6-May",59.3193435668945,0,-999,4.76612997055054,7.98094320297241,11.7635679244995,3.53212523460388,6.99744987487793,2.46852421760559,0,22.5985984802246,0,0,4.13574886322021,0.64453125,0,2.82607698440552,5.54244756698608,4.7002420425415,3.76696157455444,5.52615308761597,0,9.98944854736328,0,1.8167724609375,0.868327140808105,0,1.95760357379913,1.00291204452515,13.1442403793335,13.5936403274536,21.4971904754639,3.93307542800903,
"7-May",2.8077392578125,0,26.071138381958,0.986489474773407,1.86917424201965,3.83979892730713,3.20601773262024,0,7.02156925201416,0,19.1812877655029,9.39651870727539,0.290840566158295,0.214474901556969,0,7.43705749511719,0,7.11255407333374,0,11.5762720108032,0,18.6883087158203,5.75272130966187,0,0.764493703842163,0,0,31.7828750610352,8.39232444763184,4.99480247497559,35.2488174438477,14.4552717208862,5.8626971244812,
"8-May",7.18357372283936,4.60868453979492,45.4773941040039,2.30617332458496,17.5605297088623,21.5775985717773,1.3212890625,1.90296149253845,0,0,5.66014242172241,2.48792314529419,0,2.3275454044342,0,13.5124349594116,7.39870119094849,4.69414186477661,2.37339997291565,0.278720617294312,22.8283576965332,0.657049298286438,4.82701969146729,0,0,0,11.1461458206177,2.74911618232727,8.27038764953613,11.3676881790161,28.6668128967285,5.78835296630859,18.5138702392578,
"9-May",10.886287689209,2.64959573745728,7.90740776062012,2.06156229972839,11.7591686248779,2.62452840805054,0.36673891544342,0,3.38803911209106,0,12.658745765686,0.689922630786896,0.4833984375,1.19749653339386,0,7.23265790939331,3.4170184135437,14.3806924819946,4.59557247161865,3.31812381744385,6.5776948928833,11.6259803771973,2.4774169921875,22.6559181213379,0,0,0,9.3376522064209,28.6029167175293,9.68507766723633,18.3181819915771,8.21801948547363,48.8709983825684,
"10-May",36.097240447998,13.4179515838623,7.3389949798584,0,0,0,2.4590265750885,4.97425603866577,22.7170791625977,0.322265625,2.91940379142761,0,9.81246948242188,13.0080623626709,0,8.37789440155029,6.28968048095703,13.3420162200928,1.06587195396423,11.5465097427368,27.0000019073486,6.246018409729,1.03348469734192,0,0,0,26.1254806518555,18.1443786621094,25.4081439971924,0,0.595451831817627,16.7443351745605,7.04329013824463,
"11-May",8.29524707794189,1.05541086196899,0,-999,21.9196014404297,0,1.26097822189331,0,10.1881608963013,6.95802736282349,13.303882598877,4.19057273864746,3.21708583831787,14.195273399353,1.7950005531311,7.51036071777344,0,20.2676830291748,2.69837522506714,2.77835273742676,15.0000009536743,0.872032821178436,8.81130790710449,0,0,0,41.0793914794922,15.2283973693848,0,0.8056640625,5.9477744102478,12.6179847717285,2.36590766906738,
"12-May",1.20671677589417,4.31933355331421,19.9544296264648,0,0,0,2.34478163719177,3.07367658615112,12.3036870956421,0,8.00502967834473,9.88595199584961,26.3920154571533,13.8829860687256,0,2.53019595146179,8.79380035400391,15.644702911377,3.78725433349609,8.62449264526367,18.0000019073486,0,5.71713161468506,0,0,0.942552745342255,20.9551162719727,0,0,17.3486232757568,0,1.89121675491333,0.718037009239197,
"13-May",0,2.52331972122192,24.9791851043701,0,0.4833984375,0.471237808465958,11.3235054016113,3.36589813232422,35.8215026855469,6.74263954162598,0,5.5747971534729,4.52686977386475,20.5481052398682,3.43029403686523,0,19.8424911499023,0.421658635139465,0,17.4930038452148,9.00000095367432,0,7.65200090408325,3.76343131065369,26.6867408752441,1.46076357364655,7.26564741134644,0,0,9.88553428649902,1.44860982894897,3.50993847846985,2.91701531410217,
"14-May",0,4.01348876953125,2.41514253616333,0,0.64453125,0,58.6784553527832,0.681983590126038,0,0.737970888614655,15.6861944198608,5.23481464385986,0,0,0,3.10002422332764,6.95945262908936,4.95402336120605,2.36399865150452,2.70269680023193,27.0000019073486,15.9329328536987,16.8530044555664,0,22.1378211975098,17.6765460968018,1.5045440196991,8.49931621551514,5.03303527832031,9.58971786499023,6.41855669021606,0,0,
"15-May",2.80797028541565,7.17608213424683,15.4342250823975,6.27355575561523,12.7969789505005,28.6317348480225,6.58821868896484,1.81365287303925,0.4833984375,2.75828742980957,18.1836490631104,4.49934148788452,3.55009865760803,10.4327507019043,7.48016023635864,2.53193306922913,1.4864501953125,0,2.79566192626953,0,7.5751371383667,0,0,4.08147287368774,4.34536027908325,0,3.46172618865967,11.5130929946899,2.02111887931824,8.1558952331543,0,0,0,
"16-May",0.523110270500183,12.2550382614136,2.56711316108704,9.87292861938477,3.22465038299561,1.39425921440125,14.1522169113159,4.26972675323486,12.7001867294312,1.81239140033722,0,13.685525894165,10.5157051086426,1.77419054508209,1.8779491186142,0,0.322265625,2.26468658447266,0.8056640625,0,1.91224932670593,0,7.19843006134033,8.2382926940918,28.4743423461914,0,6.17204761505127,8.41494560241699,0,13.834529876709,0,0,1.25283682346344,
"17-May",6.51291799545288,9.65350818634033,0.360810399055481,1.84545075893402,18.9462738037109,10.140643119812,-999,7.14843702316284,1.31209123134613,0,9.59837055206299,26.8727684020996,2.16742467880249,0,0,0,2.90120220184326,0,0,0,3.1134352684021,0,0,1.72273325920105,0.746623873710632,0,11.3961839675903,8.02783393859863,0,2.96378564834595,0,0,2.86383438110352,
"18-May",4.59789657592773,4.97458696365356,7.92303466796875,0,1.34449112415314,0,20.2185363769531,1.82941341400146,0,0,0,14.4959096908569,0,0,1.40392339229584,0,0,0,6.62069988250732,0,0,0,0,0,0,9.00000095367432,0,5.24284315109253,0.622813105583191,0,3.16221404075623,0,0,
"19-May",6.08079862594604,0,6.4810528755188,2.31503319740295,0,0,4.98825073242188,17.7011451721191,0.757466077804565,0,0,0,3.26046276092529,0.54493236541748,0,0,0,0,5.97096538543701,0,0,0,0,0,1.90163993835449,0,1.40216994285583,0,10.6624441146851,2.4774169921875,0,0,0,
"20-May",0,0,-999,-999,0,3.72059774398804,0,17.8681087493896,11.5891952514648,0,0,10.7929992675781,2.12571144104004,6.20328044891357,0,0,0,0.203400462865829,0,0.439982861280441,0,0,0.742879092693329,0,0,0,0,2.29210948944092,7.28506946563721,0.36814671754837,0,6.68518924713135,0,
"21-May",8.54311752319336,30.9221687316895,0,-999,1.5652494430542,0.937129139900208,5.3862886428833,3.02242684364319,8.02705860137939,0,10.0765914916992,5.4989070892334,0.37004566192627,0,0,-999,0,0.483013272285461,1.34262776374817,0,0,0,17.4189987182617,0,0,0,1.17579960823059,8.27006340026855,0,0,0.210433423519135,15.9098720550537,0,
"22-May",4.65783739089966,0,0,14.6444597244263,5.5904278755188,0,-999,8.76476383209229,18.8268032073975,0.821111559867859,8.36846446990967,1.38083970546722,0.762962639331818,0,0,3.9501371383667,3.40392208099365,0,0,0.4833984375,0,0,15.0546588897705,0,0,0.64453125,0,5.86555671691895,0,0,2.97759342193604,1.3754061460495,26.8490428924561,
"23-May",0.733915567398071,16.9218807220459,13.0722799301147,0,0,0,-999,1.27912247180939,8.85355663299561,0,0,0,0,5.80172443389893,0,0,0,0,0.863488376140594,4.2579550743103,0.322265625,0,0,0.359158247709274,0,3.0007746219635,0.878100752830505,2.62493085861206,0,13.3454418182373,0,6.91435241699219,0.213018849492073,
"24-May",17.0137519836426,5.61310434341431,0,0,30.6623001098633,0,-999,1.62497782707214,0.736579656600952,26.548267364502,0.64453125,3.62526702880859,0,1.59735012054443,0,0,0,0,2.61257529258728,0,6.10361099243164,0,7.20623636245728,0,0.323361128568649,29.1615753173828,0,9.69311904907227,0,4.80883407592773,0,9.96109580993652,3.50035810470581,
"25-May",23.8827438354492,10.6670236587524,0,0,14.2295246124268,0,0,3.06533145904541,3.52969694137573,0.702706694602966,2.79027891159058,1.37878775596619,2.77383399009705,5.43989562988281,0,7.50943183898926,0,0,0,0,2.55939173698425,0,17.1793842315674,14.3714694976807,2.642578125,0,0.4833984375,6.14484691619873,15.0680446624756,1.42909860610962,0.266479551792145,8.30552864074707,11.7083015441895,
"26-May",9.46773338317871,0,0,0,9.7692174911499,0,0,0,2.7701153755188,0,3.96276187896729,1.32955408096313,15.8609390258789,1.1561279296875,0,3.4202094078064,0,13.0408229827881,0,0,2.51404285430908,0.229094609618187,6.09819173812866,0.795437812805176,11,0,1.14036440849304,0,6.7105541229248,0,4.87258672714233,11.498438835144,1.98193359375,
"27-May",3.69538259506226,0,1.4864501953125,15.1528253555298,30.5988330841064,0,0,0.926190137863159,5.95289754867554,0,0,0,0.953063309192657,5.53570365905762,11.2309875488281,2.80385303497314,0.4833984375,0.595163941383362,2.12000560760498,0,0,0,0.779084980487823,0,0,2.53294897079468,0.945037364959717,0,29.2221221923828,1.77211999893188,5.57738351821899,0,5.68016052246094,
"28-May",20.1945209503174,7.09520769119263,0,0,0,0,0,0,0,0,1.21367359161377,15.7762956619263,0,0,5.61783027648926,0.254977196455002,13.6395092010498,8.83734226226807,10.263765335083,0,0,0.4833984375,5.92706823348999,11.5105152130127,0,2.8077392578125,10.2422676086426,0.337475001811981,0,0,0,3.36203837394714,0,
"29-May",5.61292839050293,0,0,0,9.69280433654785,5.9309344291687,7.71410465240479,0,1.04177474975586,0,5.11920642852783,14.6201066970825,1.13051652908325,2.32359600067139,0.720787644386292,2.85069251060486,1.3212890625,20.7974281311035,3.82432556152344,0,0.202921211719513,6.2874116897583,0.966796875,20.8700637817383,6.73715734481812,24.3322582244873,0,0,0,0,0,0,24.5996685028076,
"30-May",8.31773471832275,1.80466389656067,0,1.98974895477295,3.40415167808533,0,0.470095843076706,0,2.54598784446716,0.43418949842453,3.32671928405762,2.29169869422913,8.25344276428223,1.3212890625,8.05335712432861,0,0,4.87028360366821,30.6261253356934,0,0,0.603521525859833,10.7334604263306,0,0.924094438552856,4.63631439208984,0,0,0.377343624830246,0,0,0,14.5575370788574,
"31-May",5.81962585449219,18.2778263092041,0,4.1026349067688,4.40333223342896,0,0.951390862464905,8.42692184448242,4.04872179031372,0,5.70251703262329,0,6.49644136428833,0,3.86947774887085,0,0.885446190834045,4.21265363693237,0.64453125,1.28811538219452,2.2208263874054,1.07908177375793,0,20.349250793457,14.674280166626,0,9.47076034545898,0,47.6553764343262,0,0,2.312255859375,1.33665287494659,
"1-Jun",1.07546257972717,18.9043426513672,0,0,12.3255920410156,0,0,0,10.1832056045532,1.86180889606476,7.87530469894409,0,2.09034872055054,4.74955034255981,2.33192920684814,0,2.63483095169067,0,9.61266231536865,0,13.6512298583984,0,3.02890825271606,5.54292964935303,0,0,0,6.51567602157593,4.77123165130615,0,0.322265625,8.71263599395752,4.32025051116943,
"2-Jun",0,7.88526058197021,0,2.02359843254089,0,0,0,0,8.930832862854,4.32315063476562,-999,0,0,12.7789640426636,1.22645425796509,0,14.8298492431641,0,2.95173025131226,0.378906100988388,4.36175584793091,0.658941030502319,0,2.01451349258423,5.91646003723145,15.3734197616577,0,0,11.0185070037842,1.17146325111389,2.37621450424194,0,3.1652364730835,
"3-Jun",0,0,0,0,1.33823466300964,0,0,0,5.86779356002808,0,4.88032102584839,0.64453125,0.740341305732727,5.28977870941162,0,0,13.224555015564,0,0,0.748129844665527,0,5.98572111129761,0,0,2.36186385154724,0.974384725093842,0,0,2.74397730827332,0.516258716583252,0,0,1.04674279689789,
"4-Jun",0,0,0,5.13268756866455,0.8056640625,0,0,2.26166248321533,0,0,7.8438720703125,4.3727331161499,31.5163269042969,4.79345607757568,0,0.753498435020447,18.329345703125,6.68117523193359,0,0.880987882614136,0.355365663766861,0.726175665855408,0,6.08964681625366,0,5.24959754943848,0,14.2900056838989,5.03656578063965,0,0,3.30984830856323,12.9187307357788,
"5-Jun",0,0,0.422285169363022,0,0,2.1470947265625,2.985027551651,0.77359926700592,0,1.4864501953125,10.6538553237915,0.4833984375,0,0,0,14.2053804397583,5.79710865020752,0,8.01897430419922,0,1.0114278793335,0,0,0.56538200378418,0,1.74123752117157,7.06936073303223,0.459340900182724,0,0,2.03947305679321,8.69077301025391,0,
"6-Jun",0.370962888002396,6.61550235748291,12.5583953857422,6.70714616775513,0.784880936145782,0.740573585033417,-999,0,0.64453125,6.89555931091309,5.24071836471558,3.3509407043457,0,0,0,0,4.96382904052734,0.642620742321014,0,0,2.24731874465942,0.403816699981689,0.322265625,0,0,38.2248382568359,0,1.1561279296875,2.95009756088257,0,0,5.21339225769043,13.7602910995483,
"7-Jun",0,10.2637624740601,0,0,0.851582467556,6.25050020217896,1.64933753013611,0.322265625,4.09384059906006,0,0.388084918260574,0.736791968345642,0,0,0,2.26629686355591,12.0042476654053,0.645415306091309,1.4864501953125,0,7.25317573547363,0,0,0,0,0,5.54494619369507,2.1254460811615,0,0,0,0,0,
"8-Jun",0,0,13.5929441452026,0,0.332349836826324,0,2.52963542938232,1.09069752693176,4.89510440826416,2.68821692466736,9.43165588378906,0,4.55855369567871,0,1.12220644950867,13.643967628479,22.1009521484375,0,3.6731104850769,19.7961139678955,3.49213171005249,0.340382754802704,0,0,0,1.22969806194305,0,0,6.08264923095703,1.08456909656525,0,0,0,
"9-Jun",0,0,0,6.90132141113281,4.86011648178101,0.388011008501053,0,1.88181698322296,6.21902561187744,2.72259259223938,0.93586927652359,23.4693222045898,0,0,0.710472464561462,7.10309982299805,0,11.5782995223999,1.45552587509155,0,19.1239204406738,0.640957951545715,13.3044118881226,0,0,6.66750001907349,1.8587988615036,0,4.31136465072632,4.45291757583618,5.90095615386963,14.6451578140259,0,
"10-Jun",0,0,5.71420478820801,6.86183214187622,7.72316980361938,13.936505317688,5.32080078125,0,0,0.4833984375,0,6.80607795715332,0,8.35313987731934,0,6.28391265869141,0,0,0,5.94530773162842,17.927942276001,0.32684063911438,0.325295031070709,0,0,20.9867649078369,0,0,0,0,3.61629939079285,1.54049468040466,0.468199163675308,
"11-Jun",0,0.895621716976166,5.59064245223999,4.05576992034912,4.29848194122314,0,0,0.467408180236816,4.69678115844727,0,2.10925102233887,10.050048828125,0,1.79835736751556,0,0,0,0,8.63671970367432,1.87871873378754,0,0,0.632317841053009,0,17.7895069122314,2.03181266784668,0,0.545009613037109,0,0,0,0,0,
