"","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"19-Jul",0,0.296692073345184,0.29187199473381,0,0,0,0,0.487968176603317,0,0.972906649112701,0.980750203132629,0,0,0,0,8.77242946624756,0,0,0,0,0,0,0.981372654438019,0,0,0,0,0,0,0.203178316354752,0,0,8.7879056930542,
"20-Jul",-999,1.97656071186066,5.93024730682373,0,0.778116822242737,0,0,0,0,0,13.7588787078857,0,0,0,0,8.78770446777344,0,0,0,0.978064358234406,0,0.406286329030991,0,0,0,1.98834896087646,0,0.973512589931488,0,0,0,0.590107798576355,0.391655117273331,
"21-Jul",0,0,2.9376003742218,0,0,-999,3.90402889251709,0.207294821739197,0,0,8.8374195098877,0,0,3.89961004257202,0,0.228125810623169,0,0,0,0,0.29211437702179,0,0,0,0.977407872676849,1.01116013526917,0,2.01212525367737,0,0,0.800531089305878,0,0,
"22-Jul",-999,1.95778059959412,0,0,0.779429852962494,0,0,1.95682644844055,0,0,1.96158051490784,2.9360945224762,0,0.982707977294922,0,0,0,0,0,0,0,0,0.788930833339691,1.95324456691742,0,5.88422441482544,0,0,0,0,2.96599435806274,0.404231578111649,0.972556352615356,
"23-Jul",4.99389028549194,3.92145276069641,0,-999,0.488574117422104,0.44207102060318,0,3.91035985946655,0,1.00091123580933,0,0.976037800312042,0,1.94793403148651,0,0,0,0,0,0,0,0,0.292557716369629,0,0,4.95868396759033,0.389162659645081,0,0,0,1.96918332576752,0,0.979765176773071,
"24-Jul",0.299712210893631,2.93135476112366,0,-999,0.592146933078766,0.213879764080048,0,0.884223163127899,3.89481997489929,0.973526537418365,0,0,1.99408793449402,0,0,16.5473957061768,0.981680691242218,0,0,0,0,0,0,0,1.96971333026886,2.94640350341797,0,1.70565843582153,0.397645890712738,0.685866415500641,0,0,2.92697930335999,
"25-Jul",0.321031332015991,0.986360669136047,0,0.201041683554649,0,4.89618682861328,0,0,0.307839006185532,2.2353618144989,0,5.92091941833496,0,0,0,0,0.976135611534119,0,0,0,2.91993188858032,0,0,0,0.235466152429581,0,0,6.90556526184082,0.23744323849678,0,0,1.97600865364075,0.778228104114532,
"26-Jul",0,0,0,0.688872754573822,0,1.96000599861145,0.781513035297394,0,1.04807865619659,0.496754378080368,0,0,0,0,0,0,0.9788578748703,0,0,0,0.975301682949066,0,0,0,0.446884155273438,0.977822959423065,0,4.95386219024658,0,0,0,0.590569257736206,0,
"27-Jul",0.391494780778885,0.306295990943909,0,-999,0,0,0,0,0,0,0,0,3.92886400222778,0,0,0,0,0,0.200560048222542,5.01628684997559,0.39007157087326,0,2.94294118881226,2.95957970619202,0.527843415737152,0,0,0,0,0,5.90231513977051,0,1.99105763435364,
"28-Jul",2.98800349235535,0,0,0,-999,1.96581673622131,0,0,0.97361809015274,0,0,0.98145204782486,2.93498992919922,1.00667858123779,0,0,0,0,0,1.97497427463531,0,0,0.41802391409874,2.9549834728241,3.26845741271973,5.85681581497192,0,0,0.977386832237244,1.97450053691864,1.97435188293457,0,0.977491140365601,
"29-Jul",0,2.93490481376648,0,0,0,1.01408052444458,0.97386622428894,0,0.683429658412933,0,0,1.95038831233978,4.9044508934021,0.972906649112701,0,0,1.95146930217743,0,0,0.586764931678772,0,0,0,0,10.916145324707,0.985942661762238,0,0,0,0,0,0,0.994098365306854,
"30-Jul",5.94753170013428,0.974871098995209,0,0,0.681034624576569,2.94317054748535,0,0.486453324556351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82491254806519,0,0,0,0,8.34544277191162,1.04797899723053,0,
"31-Jul",3.95306730270386,0.49359205365181,0,0,0.882002770900726,0.983190476894379,0,1.15515613555908,0,0,0,0,0,0,0,0,0,0.399085521697998,0,1.98235547542572,0,0,0.711370229721069,0,3.92602348327637,6.85325765609741,0,0.592636406421661,3.9722113609314,0,0,0,0,
"1-Aug",0.497153967618942,0.206941783428192,0,-999,0,0,1.94965803623199,0,2.91875028610229,0,0,0,0.972906649112701,0,0,0,0,0,1.99434697628021,0,0,0,0.976582586765289,0.692080855369568,0.987797200679779,7.8184928894043,0,0.495239526033401,0,0,0,0.613993763923645,1.9762978553772,
"2-Aug",0,0.48913049697876,0,0,1.95341193675995,0,-999,1.94839215278625,0,0,0,0,0,0,0,0,0,0,0,2.93984460830688,4.88754606246948,1.9458132982254,0.980890154838562,0,11.7863960266113,2.95804953575134,0,0,0,0,0,0.398550152778625,0.980245649814606,
"3-Aug",0.982059717178345,1.95213830471039,0,-999,0,1.1013810634613,0.689763367176056,0.298626393079758,0.397575527429581,0,0.294271856546402,8.77907276153564,1.0048406124115,0,0,0,0,0,0,7.78749227523804,13.6891460418701,0,0,0,1.01644599437714,0.200401201844215,0,0,0,0,0,0.687353074550629,0,
"4-Aug",0,3.90200304985046,0,0,1.03905665874481,0,1.95379674434662,0.979535520076752,0,3.92961573600769,0,2.96139430999756,0,0,0,0,1.96444797515869,0,0,1.05401921272278,0,0.974503338336945,0,0.231751918792725,0.97568553686142,0,0.982358634471893,0,0.414297848939896,0,2.98826122283936,0,0,
"5-Aug",0,2.92450141906738,0,0,0,0,0,2.92152857780457,0,0,0,4.87586116790771,0,0,0,0,0,0,0,0,0,1.95409977436066,0.6842280626297,0.393354475498199,0,0,0,0,0,0,0,0,0,
"6-Aug",0,0.97723001241684,0,0,0,0,4.98945426940918,0,0,4.8669900894165,1.57045376300812,0,13.6863985061646,0,0,0,0,0,0,0,0,0,107.847190856934,0.399034410715103,0,0,0,0,1.98223507404327,0,0,1.95724844932556,4.94819068908691,
"7-Aug",0,1.00006115436554,0,0,0,0.22057318687439,2.04210686683655,0,2.93835878372192,4.88571834564209,0,0,0,0,0,0,0,0,0,3.93214225769043,0,0,0,0.512385129928589,0,0,1.96215796470642,0,5.87873029708862,0,5.87285470962524,1.96799540519714,6.87378597259521,
"8-Aug",0,3.91844296455383,3.91741514205933,0,0,2.00188207626343,0,-999,2.91872000694275,1.95409977436066,1.94807589054108,0,0,0,0,0,0,0,0,0.976341128349304,0,0.592573046684265,0,0.496932834386826,0,0,0,0,0.996680557727814,3.04028630256653,0.607164204120636,0,8.79413986206055,
"9-Aug",0,0.882420122623444,2.92559099197388,0,0.900881290435791,0.708968758583069,1.96387696266174,0.389708042144775,0,1.95951581001282,0.299888700246811,0,0,0,0.973815560340881,0.441051125526428,0,0,0,0,0,0,8.78998851776123,1.02369999885559,2.96473097801208,0,0,0,0,0,0,0.490909576416016,0.979546129703522,
"10-Aug",0,0,0,0,12.7836685180664,0,0,1.96160578727722,0,0,0,0,0,0,0.980890154838562,0,0.97563511133194,0,0,0.973791480064392,0.21790437400341,0,2.92175841331482,1.95474290847778,3.93407297134399,0,0,0,2.09020161628723,2.9980297088623,0,0,0,
"11-Aug",0,0,3.8916871547699,0,-999,0,0,0.300065040588379,7.94822216033936,4.88863515853882,0,0,1.94324398040771,0,1.94772469997406,0,0.971446931362152,0,0,0,7.87054920196533,0,1.96130108833313,0,0.393414348363876,0,0,0,2.97039818763733,0.390554785728455,1.96263122558594,0,0.390464246273041,
"12-Aug",0,0,0,-999,11.7433519363403,0,0.975441575050354,0,11.0095243453979,0,0,1.95372974872589,15.6939163208008,0,0,0,2.91997170448303,0,0.271676331758499,0,0,0,0.611252665519714,0,0.293872177600861,0,0,0,0.712424993515015,0,1.95567619800568,0,0,
"13-Aug",0.997229278087616,-999,0.399488031864166,0,0.296201825141907,1.95118308067322,0,0.981102228164673,9.80075550079346,0,0,0,0.999819159507751,2.92218542098999,0,0,0,0,0,0,0,0,0.879876255989075,0,1.95952546596527,1.02937376499176,0,0,0.92522931098938,0,0,1.95770359039307,0,
"14-Aug",0,-999,0,0,0,0,0,1.97372877597809,0.202433779835701,0,-999,0.979532957077026,0,2.92218542098999,0,0.617855429649353,0,0,0,2.07692813873291,0,0,0.683335304260254,0,0,0,0.292353361845016,0,0.201043993234634,0,0,0.988343954086304,0,
"15-Aug",0,0.787085115909576,0,0,3.16536235809326,0,1.94879114627838,0.977396249771118,0.202746614813805,0,-999,0,0,0,0,0,0.993373095989227,0,0,0.976774930953979,0,0,4.89189338684082,0,0,0,0,0,0,0,0,0.979806005954742,0,
"16-Aug",0,0,0,0,33.166072845459,0,0,0.78957462310791,0,1.96564853191376,0,-999,0,0,2.94135594367981,0,2.93965601921082,0,0,0,0,0,0.992535769939423,0.554664790630341,0,0.702201008796692,0,0,0,0.421309232711792,0,0,0,
"17-Aug",0.703718960285187,0,0.809058725833893,0,0,0,0.505818963050842,0,0,0,0,0,2.9537079334259,0.982104659080505,0,0,0,0,0,0,0.651463687419891,0,1.96215164661407,0,4.01429986953735,0.391361773014069,0,0,0,1.00651371479034,0,0,0,
"18-Aug",0,0,0,0.89006519317627,0,0,3.91075253486633,0,0.980643212795258,1.95712947845459,0,0.493300586938858,0.972906649112701,0,0,0,5.85431528091431,0,0,1.95870757102966,0,0.394675433635712,0.309050887823105,0,6.03877782821655,0.491409778594971,0,0,0,0,0,0,0.389012485742569,
"19-Aug",0,0,0.976298570632935,0.292159497737885,0,0,0,0,0,0,-999,0,0,0,0,0,1.9826580286026,0,0,7.8401894569397,0,0,0.682549476623535,0,2.97523903846741,0,0,0,0.292747050523758,11.939037322998,14.654673576355,0,0.486453324556351,
"20-Aug",0,0.986636996269226,-999,0,0.980890154838562,0,0.490972697734833,0,0,0,0.391782224178314,0,14.7591152191162,0,0,0,0,0,0,4.87675809860229,0,0,0,0,1.98760557174683,0.400891810655594,0.586748421192169,0,0,0.406348139047623,0.2111706584692,0,0,
"21-Aug",0.583435952663422,0,0,0,2.92822027206421,1.94848453998566,0,0.217443525791168,0,0,2.33497595787048,0,2.27251124382019,0,0,8.78798580169678,0,0,0.980810582637787,0,0,0,0,0,0.214008718729019,0,0,4.89728975296021,0,0,0,0,0,
"22-Aug",1.06686294078827,0,0,0,0,0,2.94937491416931,0.876865267753601,0,0,0,1.99615156650543,0,1.00040304660797,0,1.94611620903015,0,0,0,0,0,0.976221203804016,0,0,0,0,0.589227080345154,1.00480425357819,0,0,0,0,0,
"23-Aug",0.513363540172577,0,3.90190267562866,0,2.92711901664734,21.420970916748,1.94975829124451,3.89542579650879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97317397594452,0.976705968379974,0,1.96786856651306,1.96794939041138,10.9695749282837,0,
"24-Aug",0,0,1.96630620956421,0.291444182395935,0.307271867990494,9.87293529510498,1.95572352409363,0.583743989467621,0,0.807540714740753,0,0,0,0,0,2.20862054824829,0,0,0,14.6052684783936,0,0,0,1.01230466365814,0,0,0,0.567562937736511,0,3.0715548992157,0,6.96881246566772,0,
"25-Aug",0,0,5.83804559707642,0,0,7.82446098327637,0.292079091072083,0.994694709777832,0.972967207431793,0,0,0.972906649112701,0,0,0,0.422032177448273,3.95340442657471,0,0,1.00579535961151,0,0,1.00855386257172,3.91969776153564,1.97552192211151,1.96454334259033,2.0025942325592,0,2.99235463142395,0.98672091960907,0,2.99975180625916,0,
"26-Aug",6.83694648742676,0,0,0,0,0.9858638048172,3.91901183128357,0,0,0,0.413707762956619,0,0,4.91098642349243,0,0,0.980045676231384,0,2.01527857780457,0.598234951496124,0,0,0.294370621442795,5.8801908493042,0.390310227870941,0.20125150680542,0.407329529523849,0,2.93398547172546,2.04338264465332,0,0,0,
"27-Aug",0.292461395263672,0,0.39007157087326,3.90834999084473,0,1.94294428825378,4.87863922119141,0.492843270301819,0,0.287424683570862,0,7.84097576141357,0,1.97172033786774,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87352514266968,0,0,0,0,0,
"28-Aug",0,0,0.596357643604279,18.6313705444336,0,0,0,0,0.488438636064529,0,0,0,0.972906649112701,0,0,0,0,0,0,0,0,0.58689296245575,0,4.88714838027954,0.618878364562988,0.503950595855713,0,5.95861911773682,0,0,0,0,0.980139136314392,
"29-Aug",0,0,3.90762209892273,0,0,0.25856152176857,1.95034086704254,0,0.975247979164124,0,0,0,0,0,0,0,0.977324426174164,0,0,0,0,0,0,0,0.209002956748009,0,0,2.95595240592957,0,0.207671597599983,0.784822821617126,0.344180941581726,0,
"30-Aug",0,0,0,0,1.96178030967712,0.689781069755554,0.802349627017975,0,0.608603417873383,0,4.90138626098633,0,0,0,0,0,1.06960952281952,0,1.95573830604553,0,0,0,0,0,0,0,1.9458132982254,0,0.589940130710602,0,0,7.39093923568726,1.95370101928711,
"31-Aug",0,0.587651669979095,0.917371451854706,0,0,0,0,0,-999,0,0.983842492103577,0,9.85092163085938,0,0,0,6.81452369689941,0,0,0,0,0,1.94902551174164,0,0,0,0,0,0,0,0,0,0,
"1-Sep",0.390626400709152,0,1.97365772724152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419582962989807,0,0,0,12.6586513519287,0,0,0,0.875615954399109,0.972906649112701,1.01435577869415,0,3.99614596366882,3.92092990875244,0.491495043039322,
"2-Sep",0,0,1.02088475227356,5.92429208755493,0,13.8699283599854,0,0,0.208158880472183,0,0,0,0,0,0,0,1.95437371730804,0,2.95870757102966,0,0,0,0,0,0,5.89657068252563,0.205519840121269,0.209102839231491,4.95033073425293,0,0,0,0,
"3-Sep",0.779897511005402,0,0,-999,0,0.694657981395721,0,0,0,0,0,0,0,0,0,0,0,0,0.516729295253754,0,0,0,0,0,1.95159554481506,0,0,0,0.394236445426941,0,0,6.09287691116333,0,
"4-Sep",0.688406765460968,0,0,-999,0,0.785583436489105,0.780446112155914,0,0,0,5.85340690612793,0,0,0,0,0,0,0,0,0,0,0,0,0.796655416488647,0.685571134090424,0,0,0,1.23405396938324,0,0,9.86194133758545,0,
"5-Sep",0.307251036167145,0,0,1.5594938993454,0,0,9.85270595550537,0.973815560340881,0,6.80771589279175,2.93652534484863,42.8091049194336,7.84465408325195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96262168884277,0,0,3.93367338180542,0,
"6-Sep",0.90251636505127,-999,0.991446018218994,10.7279739379883,0,1.87260043621063,8.76359462738037,0,0,1.94607281684875,0,1.94853591918945,2.15023231506348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981190979480743,0,0,0,
"7-Sep",0,-999,0,0,0,0.220836415886879,-999,0,0,0,-999,0.392356067895889,0,0,0,0,0.985947668552399,0,0,1.41077244281769,0,0,0,8.80386447906494,0,0,0,0,0,3.92455792427063,0,0,0,
"8-Sep",0,0,0.972906649112701,0,0.29187199473381,0,0,0,0,0,0,0.296498417854309,0,0,0,0,0,0,0,0,0,0,0,0,0.497212946414948,0,0,0,0,0,0,0,0,
"9-Sep",58.7517280578613,0,5.07734346389771,0,0,0,0,0,0,0,0,0,0,0,0,0.996857166290283,0,0,0,0,0,0,4.09567642211914,0,0.535326957702637,0,0,0,0,0,0,0,0,
"10-Sep",0.304972231388092,0,0.705803394317627,0,0,0.391061335802078,0.977210700511932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91571092605591,0,0,0,0,
"11-Sep",0,0,0,0,0,0,0,0,0,0,0,0,3.91845202445984,0,0,0,-999,0,0,0,0,0,0.313627541065216,0,0,0,0,0,4.91481018066406,0,0,0,0,
"12-Sep",0,0,0,0,0,-999,0,10.8150663375854,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,2.03050255775452,0,0,0,0.617312371730804,0,0,0,0,
"13-Sep",0,0,0,0.682524919509888,0,3.91061639785767,0,0,0,0,0,0.40262895822525,0,0,0,0,0,0,0,0,0,1.19289362430573,0.323104918003082,0,2.15987205505371,0.402510762214661,0,0,0,0,0,0,0,
"14-Sep",-999,0,-999,1.9458132982254,0,-999,0,0,0,0,1.94980502128601,0,0,0,0,0,0,0,0,0.988873660564423,0,0.299015730619431,0,1.95643985271454,7.90845680236816,0.587160289287567,0,0,5.88047933578491,0,0,0,0,
"15-Sep",0,0,0,0.981301307678223,0,0,0.981586456298828,0,0,0,0,0,13.6286764144897,0,0,0,0,0,0,0,0,5.87964773178101,0,0.394320011138916,0,0,0,0,0.394104897975922,0,0,17.6452941894531,0,
"16-Sep",0,0,0,0.507652461528778,0,0,0,0,0,-999,0,0,0,0,0,10.8001394271851,3.95009779930115,0,0,0,32.1574974060059,0,0,0,0,0,0,0,0,0,0,0,0,
"17-Sep",0,0,0,0,0,0,0.486453324556351,0,0,0,0,0,0,0,0,0,0,0,0,21.5943603515625,0,3.93708896636963,0.39737805724144,0,0,0,0,0,0,0,1.01782727241516,0,0,
"18-Sep",0,3.02969527244568,0.490252673625946,0,1.96338868141174,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,7.78508377075195,0,0,0,0,0,0,3.89184832572937,0,0,0,1.07294094562531,0,0,
"19-Sep",0,0,0,0.718236148357391,0,0,0,0.580983817577362,0,0,0,0,0,0,0,0,9.27527809143066,0,0,1.00667870044708,0,0,0,8.96658325195312,0,0,0.226344555616379,0.293787270784378,0,0,0,0,0,
"20-Sep",0,2.9247133731842,0,0,0,4.22749376296997,0,0,0,0,0,0,0,0.973209619522095,0,0,0,0,0,0,0,0,0,0.638034641742706,0.979829549789429,0,0.590345859527588,0,0,0,0,0,0,
"21-Sep",0,0,0,0,0,1.03590202331543,0,0,0,0,0,0,0,0,0,-999,1.95205748081207,0,0,0,2.01642990112305,0,0.202564835548401,0.975844085216522,0,0,0,0,0,0,1.0866607427597,0,0,
"22-Sep",0,0,0,0,0,0.974688231945038,0,0,0,1.17929947376251,0,18.5625095367432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227111250162125,0,0,
"23-Sep",0,0,8.77792835235596,0,-999,2.95216870307922,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.023756980896,0,0.222342044115067,0,0,
"24-Sep",0,-999,0,0,0,0.408957183361053,0.243825554847717,0,0,0,0,0,4.00932121276855,0,0,2.97751665115356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989024758338928,0,
"25-Sep",0,0,0.778416216373444,0,0,0.976531505584717,0,0,0,2.92670345306396,4.86453342437744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9601616859436,0,0,0,
"26-Sep",0,0,0,0,0,0,4.97692632675171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603606522083282,0,0,0,0.782947182655334,0,0,0,0,0,0,0,
"27-Sep",0,-999,0,0,0,0,5.04467535018921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4218327999115,0,0,0,0,0,0,0,0,0,0,0,
"28-Sep",0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,3.98629999160767,1.09330725669861,0,0,0,3.90881276130676,1.95322549343109,0,0,0,
"29-Sep",0,0,0,0,0.916442394256592,0,13.7545623779297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486604809761047,0,0,19.8232326507568,0,0,0,0.974359631538391,8.81552886962891,0,0,0,0,
"30-Sep",0,0,0.681034624576569,0,0,0,2.99620652198792,50.6789703369141,0,1.96885108947754,0,0,0,0,0,0,0,0,0,0,0,22.3783683776855,0,0,1.95959091186523,0,0,0,0,0,0,0,0,
"1-Oct",0,7.8309178352356,0,0,0,0,0,6.82594585418701,0,1.95256340503693,0,0,0,0,0,0,0,0,7.81440591812134,0,6.82324075698853,0,0,0,0,0,0,0,0.982081890106201,0,0,0,0,
"2-Oct",0,4.88322925567627,0,0,0.885316550731659,0,1.95508623123169,0,0,1.97127866744995,0,0,0.982591569423676,0,0,0,0,0,0,2.14878082275391,0,0,0,0,3.90924620628357,0,0,0,4.87963390350342,0,3.06582236289978,0,0,
"3-Oct",8.81583309173584,0.868412554264069,0,3.92539858818054,0,0,0,0,0,7.84084892272949,0,1.0376785993576,0.998507440090179,0,3.0323269367218,0,0,0,0,1.94851136207581,2.97449660301208,0,0,0,0,15.6939258575439,0,0.487370103597641,0,0,0,0.469534188508987,3.47831130027771,
"4-Oct",0,0,0,-999,0,0,0,0,0,0,0,0,4.0722541809082,0,0,0,0,0,6.97207546234131,0,0,0,0,11.9405584335327,0,34.4941825866699,0,0,0,0,0,0,0,
"5-Oct",14.8175964355469,6.09017562866211,0,0.993660748004913,0,0.242781743407249,0,0,0,0,0,0,1.14993131160736,0,0,-999,0,0,0.518896877765656,0,5.84242105484009,0,0,0,0.611140429973602,3.17971515655518,0,0,0,0,0,20.6820335388184,0,
"6-Oct",21.454231262207,11.7114362716675,0,0,1.1839337348938,0.693167388439178,15.0790977478027,0,0,0,0,0,12.7029342651367,1.9458132982254,32.0913047790527,0,0,0,0,0.609532475471497,0,0,0,0,0,1.21337342262268,0,0,0,1.03028035163879,0,1.0399169921875,0,
"7-Oct",0,57.8959732055664,0,0,0,4.86973667144775,0,0,0,0,0,4.8645453453064,2.95863747596741,0,28.7462539672852,0,0,0,0,1.99308550357819,0,1.9458132982254,0,0,7.97806215286255,2.03359007835388,0,0,0,0,0,0,0,
"8-Oct",0,33.6641807556152,0,0,0.494648903608322,0,0,0,0.459956049919128,0,0,0,28.5253524780273,0,3.03074288368225,0,0,0,0.919355154037476,0.486672699451447,0,0,0,0,3.85826921463013,0,0,0,0,0,0,0,20.6803302764893,
"9-Oct",4.89856147766113,19.2975559234619,0,-999,0,0,2.92636728286743,0,0,0,5.91851568222046,0,3.94443821907043,0,11.7947444915771,0.973815560340881,0,0,2.93016028404236,26.345552444458,0,0,13.6765775680542,0,0,0,0,0,0,0,0,0,0,
"10-Oct",38.0748748779297,3.97136878967285,12.7033090591431,0,0,0,-999,1.95513427257538,0,0,0,0,1.94641923904419,1.95409977436066,1.12063634395599,0,0,0,0.501659333705902,28.3258800506592,0,0,0,0,0,0,2.4785463809967,0,2.01666784286499,0.590389728546143,0,0.522315979003906,0,
"11-Oct",0,0,13.679386138916,0,0,-999,9.80026435852051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7922782897949,0,0,0,30.465353012085,0,0,0,
"12-Oct",0,6.00026988983154,0,0,0.587671756744385,0,79.8467102050781,0,0.993900656700134,0.316821306943893,0,0,-999,0,-999,0,0,0,0,0,0,0,0,9.02823925018311,0.975838959217072,73.0402374267578,0,0,3.99769377708435,1.06187009811401,0,0,8.43837642669678,
"13-Oct",0,0,0,0,0,0,15.5874490737915,0,0,0,0,9.94443702697754,0,0,42.7952728271484,0,0,0,0,0,0,0,0,0,13.7066717147827,0,0,0,0,45.6658401489258,0,0,0,
"14-Oct",0,0,0,0,0,7.87910127639771,0,0,0,0.977922856807709,0,39.5353126525879,0,0,13.2062911987305,0,0,0,0,0,0,0,0,0,10.7675542831421,0,0.207845658063889,0,22.858341217041,16.8272590637207,0,0,0,
"15-Oct",0,0,0,0,0,0,0,0,0,0,0,6.01002883911133,4.86255836486816,0,6.85058689117432,0,0,0,0,6.29362106323242,0,5.20513963699341,0,0,0,0,0,0,2.03739953041077,1.05119180679321,0,0,19.5209827423096,
"16-Oct",0,0,13.626293182373,0,0.492102533578873,0,0,0,0.824712991714478,0.891699850559235,-999,0,5.4914402961731,0,0,0,0,0,0,29.5521106719971,0,5.89944171905518,0,2.24161815643311,0,12.4779996871948,0.271071970462799,0,0,0,0,1.17486929893494,15.7851333618164,
"17-Oct",0,3.9611554145813,0,0,0,0,1.00461947917938,34.1328582763672,35.5570793151855,0,9.7850227355957,0,0,0,0,0.982708632946014,0,0,0,0,10.9987354278564,0,0,1.96167814731598,0,0.417531132698059,0,0.6099653840065,0,0,0,0,25.606761932373,
"18-Oct",0,0,0.29235452413559,0,0,0,0,3.33741593360901,11.927472114563,0,0,16.5721321105957,0,0,16.7963752746582,1.00522661209106,0,0,0,0,0.390613585710526,0.510056495666504,36.1326141357422,3.93065500259399,0,14.6495170593262,9.45829963684082,0,13.8733491897583,0.781134605407715,0,0.612143933773041,41.3769950866699,
"19-Oct",0,0,7.80074453353882,1.89303517341614,0,0,0,3.22214841842651,0,0,0.416547864675522,21.5571784973145,0,0,22.1657581329346,0,0,0,0,0,0,0,3.24538350105286,9.84263610839844,0.331291526556015,0,20.7739276885986,0,14.7241115570068,0.389896035194397,0.566110849380493,2.09181380271912,0,
"20-Oct",0,42.8947486877441,1.95227921009064,0,0.972906649112701,0,0,11.9856595993042,0,0,0,28.4836769104004,0,0,50.1953353881836,0,0,0,0,0,4.98121309280396,2.27068662643433,0,12.1660709381104,0,17.5939979553223,1.07422256469727,0,3.46867203712463,27.8992729187012,0,0.323360711336136,0,
"21-Oct",0,0,0.909518599510193,1.02583253383636,0,0,0,2.17350029945374,7.85660076141357,48.6684532165527,0,0.249947652220726,0,0,0.949396193027496,1.00902581214905,0,0,0,0,1.13798201084137,0,0,0.652205586433411,9.39200878143311,4.45556259155273,0,0,3.91076231002808,0,0,0.301414102315903,4.94591426849365,
"22-Oct",0,38.9778251647949,0,1.36423027515411,0,0,0,43.6472549438477,1.96198856830597,8.7588586807251,0,28.8741493225098,7.04183959960938,0,1.09222710132599,0,0,0,0,2.39762878417969,2.33300018310547,0.673304855823517,61.7352104187012,29.7565155029297,16.8647480010986,1.14467525482178,0,1.08148276805878,13.6692514419556,0,0.430928915739059,1.51806843280792,56.668773651123,
"23-Oct",0.223840937018394,-999,40.9573860168457,24.6377067565918,7.78740882873535,0,0,16.0691986083984,2.28057765960693,13.6335868835449,0,5.962082862854,28.8058986663818,0,10.8336524963379,0,0,0,0,12.8233213424683,44.6769485473633,35.1043663024902,6.84486770629883,0,1.28642666339874,0,3.16528153419495,30.6963272094727,0,2.93843460083008,0,2.34867787361145,2.00667428970337,
"24-Oct",0,11.7408313751221,33.2762908935547,4.10210990905762,0,25.6400184631348,6.83066749572754,0,0.292891800403595,0,0,43.4663276672363,29.852560043335,0,9.2759370803833,0,0,0,8.79511451721191,0,28.9821681976318,0,31.2418823242188,21.0392036437988,0,0,0.250210642814636,46.5911331176758,9.30323314666748,0.986504316329956,0,0,0,
"25-Oct",0,5.22933530807495,-999,0.369985282421112,0,37.278076171875,23.1640663146973,0,0,0,0,2.9638204574585,55.7222862243652,0.984096050262451,0,0,0,0,0,0,6.86940717697144,0,0.628760159015656,0.988817155361176,45.8332061767578,2.94494485855103,6.83351755142212,1.99474537372589,2.09419512748718,0,0,0,0,
"26-Oct",0.584807097911835,20.102783203125,-999,0,0,15.9210996627808,21.0891494750977,28.3130569458008,0.973732471466064,0,0,0.977162778377533,6.4978289604187,8.82002735137939,0,0,0,0,0,0,0,0,10.1755361557007,4.91777896881104,100.658882141113,3.06504106521606,0,0,6.09844255447388,0,0,0,0,
"27-Oct",14.6278581619263,19.8870239257812,0,3.98144555091858,0,34.3566932678223,2.95212078094482,39.9565467834473,0,37.5092735290527,0,4.92900419235229,0.476322799921036,0.210185065865517,0.976845264434814,0,23.8473205566406,0,0,14.2448596954346,0.685114860534668,0,0.740832567214966,4.13734340667725,0.23518942296505,0,7.09781742095947,0.203170776367188,1.95830321311951,0,0,0,0.377859145402908,
"28-Oct",0.219087153673172,-999,6.77946805953979,0,0,37.1015625,27.5418300628662,17.6275119781494,0,29.9010486602783,0.997017979621887,9.87397575378418,3.09367799758911,0,-999,0.976114213466644,0,0,4.9049825668335,1.9826580286026,8.01617527008057,0,0,0,0,0,2.21645331382751,0,54.2336502075195,0,0,0.98114287853241,4.92904758453369,
"29-Oct",7.23079442977905,0,5.07878541946411,-999,0,4.31192827224731,9.08248519897461,7.80482959747314,0,12.2176294326782,0.43966743350029,0,0.530964016914368,0,25.9837341308594,0,0,0,0,7.70892190933228,0.207034543156624,0,0,0,0,0,0,0,0.309441864490509,0,5.90403890609741,31.0681400299072,9.76103782653809,
