"","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"18-Apr",0.472282111644745,7.82128810882568,8.82666873931885,0.2208581417799,1.96003556251526,12.093939781189,0,6.87771081924438,1.96684229373932,2.05519413948059,19.0169582366943,36.204517364502,0,0,56.7104187011719,2.9276123046875,0,0,0,0,2.05206274986267,0,-999,11.9441785812378,27.5504169464111,1.15503621101379,8.30225372314453,0.491927355527878,1.95185089111328,0.461390912532806,7.93560743331909,0,0,
"19-Apr",0,0,24.5625743865967,0.491498291492462,47.8966064453125,8.70273399353027,-999,39.909423828125,3.90794944763184,45.2907638549805,10.8817987442017,0.212644919753075,0,0,4.96301889419556,0,0,0,5.04927253723145,33.4415054321289,36.6812705993652,0.983881533145905,0,0.213959515094757,3.04583168029785,15.8289470672607,62.3427352905273,3.93435168266296,0,0.521587073802948,0.321034789085388,0.650246143341064,0.46794068813324,
"20-Apr",0.696521818637848,0,1.00258159637451,14.8322772979736,16.720251083374,52.1947059631348,24.4953517913818,0,0,0,0,2.05758237838745,43.0178604125977,2.94141554832458,0,-999,0.974386930465698,0,0.210195496678352,13.7328090667725,4.50795602798462,0.448430866003036,0,17.7669429779053,15.7539405822754,31.5197410583496,3.9493145942688,5.04914617538452,2.95965003967285,20.5664138793945,0,0,11.8033123016357,
"21-Apr",27.122371673584,0,1.98713028430939,0.842132389545441,-999,37.5932998657227,0,0,7.82797765731812,64.3413543701172,37.1509094238281,1.48377799987793,5.23825597763062,0,1.05802643299103,6.82724237442017,0,0,14.9835329055786,12.0047979354858,9.14390563964844,8.76793956756592,0,1.95714664459229,0.797643423080444,40.4904136657715,0,0,14.4003639221191,2.99311327934265,0.503929793834686,0,22.4846038818359,
"22-Apr",29.4530963897705,0.29240483045578,21.4220485687256,0,-999,57.6991653442383,0,5.00851631164551,0,0.216623663902283,15.4922332763672,78.4274063110352,0,0,5.16199064254761,0,5.09548330307007,0,7.85807657241821,19.9351234436035,3.10241365432739,0,0,2.44200539588928,0.570605218410492,10.8137483596802,10.9101476669312,0.780713975429535,11.2708587646484,28.4777412414551,5.18419122695923,0,1.16664266586304,
"23-Apr",5.88142347335815,0,29.5884304046631,26.0260334014893,4.03613376617432,113.392936706543,9.78833103179932,71.2340545654297,0,0.389081537723541,5.09500360488892,0,0,0,39.8753204345703,2.93139791488647,2.05209994316101,0,0.304567635059357,7.93642616271973,18.8550033569336,9.91748523712158,0,5.09034872055054,0,0,0,0,2.07953286170959,17.6062984466553,0,0,44.924674987793,
"24-Apr",27.0718154907227,6.84458827972412,0,32.1676559448242,0,0.732823610305786,17.6620941162109,55.0394706726074,0,0,7.86951351165771,51.9325752258301,10.7731952667236,0,38.228874206543,0,0,0,11.7660226821899,9.12075328826904,0,0.332246571779251,0,0,1.17082595825195,8.90617942810059,0.732289135456085,0,0,25.8863849639893,0,30.2927513122559,0,
"25-Apr",-999,27.5672817230225,0,7.33430624008179,0,11.5839433670044,2.02430105209351,12.4238500595093,0.643529713153839,0.207482248544693,3.10510277748108,24.9283752441406,13.672269821167,0,8.8098669052124,15.6870775222778,0,0,2.33575177192688,28.5362892150879,0.339781284332275,0,0,2.23332691192627,27.5476493835449,0,17.9252243041992,12.9256343841553,5.95891046524048,50.2295112609863,0,0,2.93418097496033,
"26-Apr",-999,34.1681327819824,37.2144165039062,1.90803909301758,0,2.06582832336426,-999,0.708797633647919,0.242000535130501,0,0,8.08016681671143,0,0,3.39303803443909,0.602619826793671,0,0,1.94706678390503,23.4414806365967,4.86564159393311,0,0.875615954399109,1.12029302120209,3.05896687507629,3.00487208366394,5.11781597137451,3.03516936302185,12.6911697387695,25.4140586853027,0,0,54.6628570556641,
"27-Apr",-999,8.83910846710205,-999,5.26657485961914,17.6157264709473,0.556528329849243,-999,0.495321363210678,0,3.02987599372864,0,40.956974029541,0,0,0,0.212200954556465,0.975330412387848,0,1.94759857654572,6.92380952835083,70.2324371337891,0,1.14707934856415,24.4402618408203,5.89508199691772,0,0,0,99.7872009277344,24.1045780181885,4.39737367630005,0,4.04802322387695,
"28-Apr",-999,54.0141525268555,-999,54.1852035522461,1.94587314128876,8.08298969268799,-999,5.02050638198853,0,5.86859607696533,0,25.4539070129395,6.29159784317017,0,3.49409604072571,0,1.38165926933289,0,111.980628967285,59.9848899841309,42.5958595275879,0,0.905345499515533,0.603834390640259,0,0.444839537143707,0,0,23.4233207702637,0,0.259217530488968,0,38.1940307617188,
"29-Apr",-999,6.07778692245483,-999,79.9035263061523,0.972906649112701,40.381477355957,16.8234405517578,0,14.7232389450073,52.2507019042969,0,0,5.86155891418457,0,2.49112677574158,0.220496758818626,46.3311500549316,0,9.24846363067627,32.9755706787109,1.08139097690582,4.96773147583008,0,2.62469601631165,0,0,0.974765777587891,7.48199653625488,5.8566427230835,42.3000030517578,0,0,10.5035743713379,
"30-Apr",-999,0,8.3469934463501,5.677077293396,0.976352453231812,3.40655469894409,6.9516658782959,0,44.3506622314453,3.09912753105164,0,0,90.3954162597656,0,6.33093309402466,53.6044425964355,0.331726163625717,0,1.18276262283325,0.355183631181717,69.051872253418,0,0.768704652786255,4.51541090011597,0.650668680667877,0,0,0,0,9.93390655517578,1.4934344291687,0.387092471122742,1.18291807174683,
"1-May",0,4.96590614318848,8.26475143432617,-999,16.8613014221191,0.486766278743744,6.00676774978638,0,37.3151931762695,0.498006284236908,0.851243555545807,3.70590901374817,49.7136192321777,2.12769722938538,2.08864259719849,30.414478302002,0,0,0,17.2655658721924,4.03412199020386,0,0,24.6795768737793,8.97371673583984,0,1.98275864124298,0,0.320354491472244,14.0421094894409,14.0032997131348,0,14.3607797622681,
"2-May",7.90194940567017,0,23.525993347168,0.667058408260345,13.805383682251,1.16625547409058,2.01456308364868,0,20.5735340118408,52.7832641601562,3.45230221748352,8.93276691436768,7.56029272079468,4.86574506759644,6.81042718887329,5.92576217651367,0,0,0.223769396543503,21.7619552612305,20.4055862426758,1.21470665931702,0,11.8961906433105,11.7917709350586,1.95152854919434,2.0121865272522,0,0,0.577861130237579,1.00441348552704,11.8536224365234,2.90076518058777,
"3-May",21.668041229248,0,17.6078720092773,16.8615856170654,47.701602935791,6.94654607772827,0.441309124231339,0,9.19191265106201,10.5863933563232,42.9045448303223,19.4925956726074,3.09561038017273,0,0,15.7564373016357,2.32053232192993,0,100.156913757324,0.987841069698334,34.3337059020996,4.31167411804199,16.6405010223389,13.7248582839966,6.24341344833374,0,0,0,2.09957122802734,36.254467010498,0.585525929927826,0,0,
"4-May",0,0,-999,4.87914705276489,0,0,1.02515292167664,0,0,24.3768539428711,61.4157752990723,1.05339324474335,0,0.219202145934105,4.07961511611938,58.8174438476562,0.988263845443726,0,0.204788118600845,38.4369812011719,6.11237049102783,0,0,12.1804618835449,10.0050344467163,0,0,1.24043750762939,55.7006378173828,30.5453834533691,0.828615069389343,1.30461275577545,0.620165824890137,
"5-May",4.9547815322876,0,-999,0.492228746414185,11.6866245269775,0.984962701797485,0.810821354389191,0,0,0,12.7494888305664,0,0,0,-999,0.256643027067184,10.9144268035889,0,0,10.7187156677246,4.26306200027466,0,0,18.7166690826416,2.26599335670471,0,4.88181400299072,0,5.03532457351685,0.317746818065643,2.0568163394928,0,0,
"6-May",0,0.213709309697151,-999,0,3.89497447013855,59.7111282348633,0,0,0,0,9.11351203918457,0.486481487751007,0,0,7.95589780807495,18.8139553070068,1.95584046840668,0,0,10.7558431625366,0.34796079993248,0,8.83585929870605,0.244008436799049,0,0,1.08507037162781,0,0,10.0524454116821,4.9489221572876,0,0,
"7-May",23.6137561798096,0,1.07820892333984,2.43598985671997,0,7.5990686416626,4.87423133850098,3.9092481136322,0.245431840419769,0,0.400430500507355,17.680492401123,0.995207786560059,0,47.770336151123,42.9959030151367,8.32161712646484,0,0,5.88409805297852,61.3929824829102,0,0,14.6483249664307,0,0,0,0,75.3736953735352,23.6470184326172,1.95179104804993,1.19170200824738,8.01945304870605,
"8-May",0,1.94929778575897,0,5.16678905487061,0,4.93274641036987,0,11.7840757369995,0.207163289189339,0,0,51.1014442443848,0,0,0,58.6183967590332,0,0,0,1.00055325031281,21.0251979827881,0,35.3178291320801,27.5337772369385,1.06553387641907,0,0,0,0.458997905254364,4.18332004547119,0,0,4.21095037460327,
"9-May",15.9670248031616,0,19.7593650817871,0.729708075523376,8.99110794067383,2.09925603866577,36.4016189575195,31.1754016876221,1.11164081096649,0,26.4453182220459,0,0,0,0,2.16354990005493,0,0,11.7251272201538,85.3031845092773,25.3820343017578,0,0,42.6186370849609,4.96084880828857,0,10.7897911071777,0,10.9478998184204,1.97902989387512,0,1.98566865921021,0,
"10-May",15.8486995697021,0,22.8172664642334,1.9675999879837,15.7879476547241,3.89857292175293,0,15.7145509719849,0,1.97292506694794,11.2794513702393,0,0,0,0,0,0,0,0.585343539714813,14.662917137146,9.00000095367432,0,0.502193927764893,0.861997425556183,0,0,94.600715637207,9.9083890914917,1.96202158927917,0,0,15.7294063568115,0.979448676109314,
"11-May",0,0,21.9186744689941,-999,4.05702114105225,0,49.3769035339355,0,1.06925523281097,0,0,0,0,0,0,0.554225504398346,1.00892293453217,0,3.94600820541382,7.90225410461426,10,0,0.373771488666534,0,3.95561814308167,0,4.49055814743042,57.7152938842773,0.998868584632874,1.0881712436676,5.90386199951172,0.771946251392365,35.234432220459,
"12-May",4.28189563751221,0,11.8670854568481,0,0,0,1.31273341178894,4.88574361801147,0,1.94994866847992,0.211870670318604,0.480967193841934,61.5613441467285,0,0,0,0,0,3.16828060150146,0,9.00000095367432,0,0,16.5897312164307,0,0,19.7226867675781,20.5959873199463,3.92767739295959,2.22111177444458,0,0.512415647506714,39.3898086547852,
"13-May",4.96519041061401,0.692770779132843,1.04350650310516,0,14.8734493255615,2.92053771018982,20.5847663879395,22.6110420227051,0,2.92363905906677,9.2210054397583,2.00169777870178,2.95311331748962,0,1.02148687839508,3.21528744697571,0.333709925413132,0,12.6706161499023,0,0,0,0,0,0,0,0,34.4696235656738,0,0,0,0.493648320436478,1.95641255378723,
"14-May",0,0,0,0,0,0,0.918045103549957,1.06203436851501,2.44650220870972,14.7328824996948,0,9.8242883682251,1.9458132982254,33.1102828979492,0,6.933753490448,0,0,0,0,0,0,0,8.79224967956543,0,0,0,4.01102828979492,1.96611082553864,0,0,0,0.688829481601715,
"15-May",0,8.40191555023193,1.47001397609711,0,0.987262547016144,3.93907523155212,0.587728977203369,40.0006980895996,37.1242904663086,1.96932625770569,0,9.81635665893555,0,19.4928283691406,8.86715316772461,64.4233245849609,0,0,0,0,0.265853106975555,0,2.16426992416382,1.95596659183502,0,0,0,0,0,0.339191466569901,0,0,1.96802377700806,
"16-May",0,0,1.14748656749725,0,0.620891749858856,0.206052601337433,0.530089974403381,0,0.938078641891479,21.6011753082275,10.7252006530762,5.9505934715271,7.93407249450684,25.5719623565674,0.997032523155212,45.1727752685547,0,0,5.90380525588989,0,0,0,0,0,5.865891456604,0,0,1.96114480495453,6.83378934860229,0,0,0,0,
"17-May",6.8586220741272,0,7.80280923843384,0,4.04931735992432,0.824946999549866,-999,0,0,2.43919277191162,32.0908813476562,2.92566967010498,0,3.13047671318054,1.00513982772827,0,0,0,0.294694036245346,0.982349455356598,0.486453324556351,0.296882897615433,0,0,22.5973834991455,0,0,0.457709550857544,0,0,0,0,0,
"18-May",0,0,0,0.551742494106293,3.24222087860107,2.05115652084351,24.4048919677734,0,0.367401748895645,8.82118511199951,0,0,0.20426245033741,8.12711811065674,0,0,0,0,0,0,0,0,0,0,4.89246797561646,0,0,0,0.980749905109406,0,0.932454705238342,2.05529737472534,3.96130800247192,
"19-May",2.94053387641907,1.95533359050751,36.127124786377,3.14620423316956,1.99949634075165,47.6877059936523,20.6962413787842,0,42.7246932983398,0.588256895542145,0.294512182474136,0,2.95470118522644,3.98985385894775,0,0,0,0,0,0,0,0,0,0,0,0,13.670994758606,0,10.7480812072754,0,0,1.04520881175995,0,
"20-May",0,0.26743021607399,-999,-999,0,0.995962619781494,0,0,7.29209041595459,0,0,10.9117593765259,0.981577694416046,20.7061748504639,0,0,0,0,0,0.787038803100586,0,0,0.219191014766693,0,0,0,0.845435917377472,0,0,0,0,0,10.7527418136597,
"21-May",0,0,0,-999,0,13.6406917572021,0,0.979468286037445,13.9000539779663,0.391782939434052,0,35.2313613891602,0,5.16877746582031,0,-999,0,0,0,0,3.97813773155212,0,2.47248864173889,0,0,0,0,0,1.98397326469421,0,0.975893795490265,0.224067628383636,0.783656120300293,
"22-May",0.7978475689888,0,0,3.36519527435303,0,12.6606531143188,-999,0,13.8130836486816,0,4.87714576721191,0,0,0.978771150112152,0.973047494888306,0,0,0,0.68013322353363,0,4.25050973892212,0,0,0,0,0,0,0,0.980664610862732,0,0,6.85665893554688,0,
"23-May",5.90051031112671,0,0,9.95338726043701,0.598879635334015,20.4549903869629,-999,3.95998215675354,0.877150535583496,0,0.411624521017075,0,0,11.009654045105,3.95430588722229,0,0,0,3.23079538345337,0,7.87722206115723,0,0.591727495193481,0.971794247627258,0,1.95121288299561,0,0,1.95982527732849,1.23283720016479,0,0,1.96437525749207,
"24-May",17.1713218688965,0,2.03879976272583,11.8455104827881,0.381238579750061,2.92191338539124,-999,9.93749904632568,2.47599196434021,64.2554626464844,7.83064222335815,0,0,4.94706439971924,0,0,0,0,0,0,2.00201177597046,0,8.2946949005127,0,0.589495360851288,0,0,1.06059336662292,0.98389208316803,0,0,0,0.506486654281616,
"25-May",9.05221652984619,0,1.11542320251465,2.10677528381348,0,0,0,0.890201926231384,14.6828203201294,0,13.8585729598999,0,0,1.96208322048187,0,0,0,0,0,0,4.90918254852295,0,31.2220802307129,0,0.977829039096832,0,0,0,0,2.95321416854858,0,0,0.642569720745087,
"26-May",0,0,0.585201442241669,6.0392484664917,0,0,0.48682314157486,0,14.7378616333008,0,0,5.8448691368103,0,0,0,5.96100616455078,0,0,0,0,3.04764628410339,0,31.3281497955322,1.04601109027863,0,0,0,0,0,0,0,0,1.95216763019562,
"27-May",0,0,0,0.980890154838562,1.03934156894684,0.50242030620575,1.02732229232788,0,0.618242025375366,0,0,0,0,0,0,23.0262908935547,0,0,2.04101967811584,0,3.09511137008667,0,12.97873878479,0,2.93108487129211,0,0,0,0,0,0.316965073347092,3.08452701568604,1.00020384788513,
"28-May",0,0,0,0,4.49595642089844,13.6206932067871,3.92092633247375,0,2.93052864074707,0,1.94719636440277,0,0,0,0,1.01232385635376,1.17275810241699,0,0.399968236684799,0,1.23378431797028,0,43.562671661377,0,0,3.05758881568909,0.495550632476807,3.90919947624207,0,0.609113276004791,0,0,0,
"29-May",5.90458154678345,0,0,0.416932255029678,0,0,8.82648372650146,0,0,0,0,0,2.9873194694519,0,0,0,0,0,0,0,2.95928049087524,0,2.28966903686523,0,0,0,2.92193675041199,2.1293203830719,0,0,0,0,3.96598148345947,
"30-May",2.10360527038574,1.96526527404785,0,8.78467559814453,0,1.97172677516937,0,0,0,24.8692245483398,0,0.98842054605484,4.07314491271973,0,0,0,0,0,0,0,12.7730436325073,0,0,0,15.6202898025513,0,0,0,0,0,0,0,15.7206583023071,
"31-May",0,0,0,15.5857706069946,0,0,0,0,0,0.735641121864319,0.972906649112701,0,1.02108538150787,0.972906649112701,0,0,0,0,0,0,1.82724690437317,0,0,0,14.9823331832886,0,0,0,0,12.7205839157104,0,0,4.95471334457397,
"1-Jun",0.68238365650177,0.803680717945099,0,0.795201241970062,0.647177815437317,0,0,0,0.59922456741333,0,0,0,0,0,4.87039756774902,0,0,0,0,0,0,0,1.03749358654022,0,0.251071691513062,0,0,0,0,0,0,0,7.87030410766602,
"2-Jun",1.00038480758667,0,0.974724471569061,4.05611133575439,0,0.975301682949066,0,0,0.391367107629776,0,-999,0,0,0,0,37.9528579711914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976429104804993,0.240898057818413,
"3-Jun",0,0,0,1.96341955661774,5.92933654785156,0,0.391130775213242,0,0,0,3.93808698654175,0,0,5.88424491882324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986607372760773,0,0,1.01346874237061,
"4-Jun",0,0,0,0.972718477249146,0.676296830177307,0,0.828458726406097,0,0,0,0,0,0,5.92717933654785,0,0,0,0,0,0,0,0,0,0,0,0,3.25932788848877,0.393604546785355,0,0.393382877111435,0.976046323776245,0,0,
"5-Jun",0.399082869291306,0.983607530593872,0,0,3.01721358299255,0,0,0,0,0,0,0,0,6.9921669960022,0,2.09079098701477,0,0,1.05087184906006,0,0,0,0,0,0,0,0,0.984731376171112,0,0,0.785015344619751,54.7340393066406,0,
"6-Jun",0.317535728216171,0,0,0,13.9122247695923,0,-999,0,0,0,5.86237096786499,0,0,0,0,8.89589309692383,0,0,0.274286687374115,0,0,0,0,0,0.200284838676453,0,0,0,0,0,0,0,0.20648218691349,
"7-Jun",0,0,0,0,33.1278419494629,0.583743989467621,0,7.84615898132324,0,4.0862078666687,0,0,0,0,0.973512589931488,0,0.983658790588379,0,0,0.973837614059448,0,0,7.80873727798462,0,0,0,0,0,0,3.11924123764038,0,18.5555229187012,0,
"8-Jun",0,0,0,0,0.698765277862549,0.389162659645081,0,1.96725690364838,0,0,0,0,0,0,0,24.4060153961182,0,0,0,0.972906887531281,0,0,0,0,0,0,0,0,0,0.846751391887665,0,0,0,
"9-Jun",0,0,0,0,1.02325868606567,0,0,0,0,0,0,0,0,4.00688314437866,0,1.02452170848846,0,0,0,0,0,0,0,0,0,0.979174315929413,0,0,0.778325319290161,0,0,0,0,
"10-Jun",0,0.502101302146912,0.71080482006073,0,0,0,0,0,0,0,0,0,0,4.97056102752686,0,0,0,0,0,0,0,0,0,0.415073812007904,0,0,0,0,0,0,0,4.94606781005859,0,
"11-Jun",0,0.594605386257172,0,0,0,0.595199525356293,0.590468406677246,0,0,0,0,0,0,12.7995128631592,0,0,0,0,0,0.396600067615509,0,0,0,1.98352789878845,0,0,0,0,0,0,0,0,0,
"12-Jun",0,0.682494640350342,0,0,0.993789255619049,2.95096182823181,0,2.92133903503418,0,0,0,0,0,3.97040009498596,0,0,0,0,0.974806308746338,0,0,0,0,0,0,0,0,0,0,0,0,0.981670260429382,0,
"13-Jun",0,0,0,0,0,19.7994537353516,0.58899974822998,4.87251663208008,0,0.531166732311249,-999,0,0,0,0,0,0,0,0,0,0,0,0,0.390334218740463,0,0,0,0,0.406266570091248,0,0,0,0,
"14-Jun",-999,0,0.691469728946686,7.07668590545654,0,1.96173286437988,0.429577231407166,0,0,0,1.9524085521698,0,0,1.04905772209167,0,0,0,0,0,1.08497858047485,0,0,0,0,0,2.97018647193909,1.02664172649384,1.95025944709778,0.510759890079498,0,2.99737739562988,0,0,
"15-Jun",0,0,0.402260839939117,0.774737894535065,0,0,0,0,0,2.93324112892151,2.94584679603577,1.95072460174561,0,3.24459910392761,4.86453342437744,0,0,0,0,3.92751932144165,0.316137462854385,0.954758763313293,0,0,0,0.999891877174377,0,0.305218696594238,0,0,1.03465902805328,0,0,
"16-Jun",0,0,0,0,0,0,0,0,3.93607091903687,0.292312383651733,0,0,0,1.9458132982254,0,0,0,0,0,4.93913173675537,0,0,0,0,0.321935832500458,0,7.85969924926758,2.9604640007019,0,0,0,0,0,
"17-Jun",0,0,0,5.01311445236206,0.972906649112701,0,0,0,1.96632277965546,0,1.94539678096771,0,3.90770983695984,0,0,0,0,0,0,3.91032385826111,0.973209619522095,0,0,1.97563540935516,0,0,0,0.390374541282654,0,0,0,0,0,
"18-Jun",-999,0,0.466901451349258,2.04809808731079,0,1.04411244392395,0,0,0.68183296918869,0,0,1.94968152046204,0,1.00051295757294,3.90298271179199,9.7395715713501,0,0,0,0,0,0,0,0,0,0.394301474094391,0,0,0,0,0,0,1.97162103652954,
"19-Jun",0,0,0.893947064876556,2.00966429710388,0,0.434672981500626,0.883168995380402,0.972906649112701,0,0,0,0,0,0,3.12389469146729,0,0,2.18167161941528,7.81455945968628,0.973209619522095,0,0,1.06358230113983,0,0,0,0,0,0,0,0,0,0,
"20-Jun",0,0,3.93949127197266,2.9781539440155,0.500264406204224,0,0,0,1.98395895957947,0,0.292174965143204,0,0,0,0.980890154838562,0,0,0,3.93646049499512,0,0,0,0.991009414196014,0.780712604522705,0,0,0,0,0,0,0,0,0,
"21-Jun",0,0,0.985562264919281,1.98530638217926,0,0.974844217300415,0,0,0,0.99132376909256,0.584177494049072,0,0,0,1.97006678581238,0,0,0,8.77885150909424,0,0,0,13.6943960189819,0,0,0.488420128822327,0,0,1.94848203659058,0,0.292778581380844,6.83951568603516,0,
"22-Jun",0.395096510648727,1.9503470659256,0,0,0,0,0,0.909331738948822,0,0,0,0,0,0,0,0,0,0,1.01346755027771,0,0,0,0,0,0,0.522062838077545,0,0,0,0,1.95972383022308,0,0,
"23-Jun",0.440460503101349,1.96568965911865,0,-999,0,0,0,0,0,0,0,0,0,0,0,0.974724471569061,0.972906649112701,0,0,0,2.93540668487549,0,0,0,0,0.97720855474472,0,0.984143853187561,0,0,0,0.805383384227753,0,
"24-Jun",0,0,0,3.91606998443604,0,0,2.92398524284363,0,0,0,0,13.6303644180298,0,0,0,0,0.981193125247955,0,0,0,0.583743989467621,0.223357558250427,0.975734710693359,0.435298949480057,0,0,0,0,0,0.342950046062469,0,0,0.307839006185532,
"25-Jun",0,0,0,0,0,2.9373025894165,0,0,0.292023479938507,0,0,0.973600506782532,0,0,0,7.89565658569336,0,0,0,0.974118530750275,0,0,0,4.89441299438477,0,0,0,1.94641923904419,0,0.863929986953735,0,0,0,
"26-Jun",0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02811932563782,0,1.94641923904419,0,0,0.205103352665901,0,0,0,0,0,0,0.984444439411163,0,0,
"27-Jun",0,0,-999,0,0,0,2.92238807678223,0,0,0,0,0,0,0,0,0,0,0,5.9002685546875,0,0.295204699039459,0,0.691941618919373,0,5.2862811088562,0,0,0.486665397882462,0.986172318458557,0,0,0.390522480010986,0,
"28-Jun",0.435590893030167,0,0,0,-999,0,0,0,0,0,0,0,2.94960832595825,1.94611620903015,0,3.93338203430176,0,0,0,0,0,6.86861181259155,1.9458132982254,0,0.595067918300629,0,0,0,0,0,0,0,0.980742156505585,
"29-Jun",7.81639528274536,0,6.87813997268677,0,-999,3.90936827659607,0.985321402549744,0,0.39530736207962,0,1.00485467910767,0,2.02671837806702,0.972906649112701,0,0.994693279266357,0,0,0,0,0,0,0,0,0,0,0.292759954929352,0,0,0,0,0,0.976090729236603,
"30-Jun",-999,0,5.84548377990723,0.976326942443848,-999,3.01929116249084,0,0,0.207651898264885,0,0,0.460610270500183,0,0,1.95593571662903,0,0,0,0,0,0,0,0.973512589931488,0,0,0,0,0,1.00964450836182,0,0,0,0,
"1-Jul",-999,1.94977653026581,0.201108142733574,-999,0,10.7698001861572,0,0,1.95015907287598,0,3.90709090232849,1.01860594749451,-999,0,2.9270544052124,0,0.983623266220093,0,0,2.92806100845337,0,0,0,0.293264299631119,0,0,0,0,0,0,0,0.585615038871765,2.03553986549377,
"2-Jul",2.95614385604858,6.92916202545166,0,2.91442918777466,0,0,1.94719398021698,0,1.95406603813171,0,0,0,-999,0,7.80720376968384,0,0,0,0,0.901404440402985,0.291478395462036,0,0,0,2.04682016372681,0,0,0,0,3.9116153717041,0,0,0,
"3-Jul",0,0,0,1.9452919960022,-999,0,7.7857608795166,0,0,0.309277087450027,0,29.3020133972168,-999,0,0.999194622039795,0,2.50688505172729,0,0,0,0,0,0.396184146404266,0,0.600507795810699,3.90794157981873,0.972906649112701,0,0,0.691703021526337,0,0,0,
"4-Jul",0,0,1.01256144046783,0,0,0,3.92595744132996,0.879459798336029,0.318386346101761,3.26744198799133,0,5.89640378952026,0,0,0,0,0,0,0,0,0.424617528915405,0,0,0,0,1.98917508125305,0,0,0,2.92840242385864,0,0,0,
"5-Jul",0,1.00512611865997,3.9864137172699,0.486322999000549,0,0,0.393806993961334,0,0,0.990479052066803,0,1.9631884098053,0,0.972906649112701,0,3.90819954872131,0,0,0,2.94039177894592,1.96623003482819,0,0,0.401788413524628,0,0,0.29187199473381,0.202773198485374,0,0.737977802753448,0,0,0,
"6-Jul",0,0,0.971624493598938,0.777177691459656,0,0,6.84716033935547,0,2.94417691230774,0,0,0,0,0,0,0.972906649112701,0,0,0,0,0.973209619522095,0,0,0.687136232852936,0,0,0,0,0,0,0,0,5.90158414840698,
"7-Jul",0,0,4.91677761077881,0.395525068044662,0,0,2.01798629760742,2.93697166442871,4.95973634719849,0,0.5948366522789,0.237035498023033,0,0,0,0,0,0,1.94657170772552,0,0,0,0,0,0,0,0,0,0,0,0,0.984384596347809,4.86272239685059,
"8-Jul",0,0,10.7023162841797,0,0,0,2.0103874206543,2.93922472000122,0.49557101726532,1.05641758441925,0.405410677194595,0,0,2.52571249008179,0.996857166290283,0,0,0,0,0,0,0,3.90511918067932,0,0,0,0,0,0,0.399824798107147,0,0,0,
"9-Jul",0,0,0,0,0,0,0.989153742790222,0,0,0,0,0,0,3.89677715301514,0,0.983104467391968,0,0,0,0.803175449371338,0,0,0,1.95153403282166,0.878204107284546,0,0,0,0,1.9612809419632,0,0,0.972496926784515,
"10-Jul",0,0,0,0,0,0,0.975857436656952,0,0,7.79547834396362,0.983198642730713,0,6.81034660339355,0,0.988873660564423,1.95379674434662,0,0,0,0,0,0,0,2.95150184631348,0.392897844314575,0,0,0,0,0,0.326889723539352,0.988951504230499,0,
"11-Jul",0,0,1.96300220489502,0,0,4.92477035522461,0,0,0,0,0.981150805950165,-999,0,0,2.94109344482422,0,0,0,0,0,0,0,0,0.601886630058289,0.780656039714813,0.976134896278381,0,0,0,0.293009787797928,0,2.94143486022949,0,
"12-Jul",-999,0.292622238397598,0,0.583743989467621,0,0.399690687656403,0.201847612857819,0,0,0,0,0,1.02017879486084,1.97326910495758,0,0.980890154838562,0,0,0,0,0,0,0,0,0,1.58516645431519,0,0,0,1.96125197410583,0,0.488235175609589,0.388913035392761,
"13-Jul",0,1.9501838684082,0,0,0,0,1.019815325737,0,0,0,0,5.92657232284546,0.974724471569061,7.8615779876709,0,0,0,0,0,0,0,0,0,0,0,0.402036726474762,0,0,0,0,0.308742046356201,0,0,
"14-Jul",0,0.351642549037933,0,0,0,0,0,0,2.93362665176392,2.5306499004364,2.9572114944458,0,0,8.82707214355469,0,3.89162659645081,0,0,0,0,0,0,0,0,0,0.687608599662781,0,0,0,0,0,0.608788907527924,0,
"15-Jul",0.974870979785919,0.979934394359589,0.326522827148438,0.259643703699112,0,0.557331025600433,0,0.972936928272247,0,0.974015176296234,1.08406853675842,0,0,0,0,1.94765102863312,0,0,0,0,0.715057790279388,0,0,0,1.95930826663971,0,0,0,0,0,0,0,0,
"16-Jul",-999,0.292536318302155,0,1.95379674434662,0,1.98288309574127,0,1.00755631923676,0.681034624576569,0.972906649112701,5.85213088989258,0,0.974118530750275,0,0,0,10.72887134552,0,0,0,0.904797852039337,0,0,0.983816802501678,0,0.98891019821167,0.972906649112701,0,0,0.224226430058479,0,0,0,
"17-Jul",0,0,0,0,0.981285750865936,0,0.666323781013489,0,0.977389454841614,18.2065982818604,0.490389585494995,0,0,0,0,4.86786603927612,0,0,1.95860743522644,0,0,0,0,0,5.86108446121216,0,0,0,0,2.93841886520386,0,0,0,
"18-Jul",0,0,0,0,0.979169964790344,0,0,0,0.629054486751556,0,3.92669630050659,0,0,0,0,1.96450698375702,0,0,0,0,0,0,9.91404724121094,0,2.9528694152832,0,0,2.19073820114136,0.973067462444305,0,0.726911187171936,0,5.93169212341309,
