Day,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
07-May,0,0,8.6,0,40.4,0,0,0,0,0,0,0,30.2,5.7,0,0,16.8,0,0,0,0,-9999999,0,0,0,2.3,15,-9999999,0,8.4,0,0,0,0,0.2,8.8,7,1,0.2
08-May,19.9,0,17.1,3.2,29.6,6.4,10.5,0,0,0,0,0,0,0,0,4.3,0,8.2,0,0,0,-9999999,0,0,0,0,28,-9999999,31.5,32,0,0,0,0,73.2,23,3.2,1,6.4
09-May,10.1,0,0,0,25.7,0,19,0,0,0,38.5,0,0,0,4.8,0,0,0,5.7,0,3.1,-9999999,0,5.7,0,84.7,0.5,-9999999,0,7.8,4,4,0,0,0,3.4,0,0,3.8
10-May,0,0,0,0,0,0,0,0,2.7,0,0,0,44.8,0,0,0,0,0,0,0,0,-9999999,3.7,0,0,9.7,34,-9999999,13.5,0,0,0,0,12.2,10.2,1.8,0,1.8,0.2
11-May,13.2,0,0,5.3,0,0,0,0,0,0,0,11.1,0,0,8.8,0,0,0,4.1,0,0,-9999999,0,0,0,0,10.7,-9999999,0,10.6,0,0,0,18.2,8.4,0,0,16.4,0.4
12-May,11.5,0,8.9,16.5,10.3,0,5.4,0,0,0,0,0,0,18.5,0,0,15.3,0,8.2,0,0,-9999999,0,0,0,0,0.5,-9999999,0,10,0,0,0,56.8,0.6,1,8,0.6,32.2
13-May,9.6,0,0,0,70.3,6.3,0,0,0,0,0,0,0,0,7.5,2.1,0,5.3,6.2,17.5,0,-9999999,0,0,2.3,0,0,-9999999,0,0,0,0,0,40.6,4.2,2,0,0.4,38.4
14-May,0,0,0,0,59.5,0,0,0,0,0,0,0,0,16.7,0,0,9.4,0,0,22.4,0,-9999999,6.9,0,0,0,0,-9999999,0,0,0,0,0,32.8,1,0,0,0.4,2.2
15-May,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,5.3,0,8.7,4.5,9.3,30.3,0,-9999999,0,0,0,0,0,-9999999,3.5,0,0,0,0,2.8,1.6,0.4,0,0,0.4
16-May,0,0,0,0,0,0,3.1,0,0,0,6.3,0,0,0,6.9,0,7.6,6.4,0,5.1,0,-9999999,7.2,0,0,0,0,-9999999,0,0,35,35,0,0,0,0,0,0,1.6
17-May,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,7.4,0,6.9,12.7,0,6.2,0,-9999999,3.4,0,0,2.4,0,-9999999,0,0,0,0,0,1.6,6.2,88.8,0,0,0
18-May,9.7,0,0,0,0,23.4,0,0,21.3,0,5.1,0,0,0,8.6,0,0,0,0,7.9,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0
19-May,0,0,0,0,5.3,10.5,0,0,8,0,0,20.3,0,0,16.4,0,0,8.1,2.3,36.1,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,0.8,0,0.2,2.4,3.4
20-May,0,0,0,0,5.5,7.9,0,0,0,4.5,0,8.3,0,0,13.6,0,0,31.5,0,3.5,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,10.2,0,0,1.4,0
21-May,0,0,0,4.6,0,5.2,0,0,0,0,0,0,0,0,8.6,0,4.3,0,0,0,7.5,-9999999,0,0,0,0,7.5,-9999999,23.8,0,0,0,0,0,0,0,0,0,9.6
22-May,6.3,0,44.6,0,0,0,0,0,0,7.2,4.7,0,0,0,0,0,0,0,0,7.2,3.2,-9999999,0,0,0,0,0.2,-9999999,0,0,0,0,0,0,1.4,0,14.8,0.2,0.6
23-May,0,0,4.6,0,0,0,7.4,0,0,4.9,0,13.2,0,12.8,0,0,12,0,0,0,0,-9999999,0,0,0,0,13,-9999999,0,0,0,0,0,0,0.8,19.6,0,3.6,0
24-May,0,2.3,5.1,0,0,0,9.8,0,0,11.9,0,0,0,0,3.5,0,0,0,0,9.6,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,2.4,0,0,0,1.8
25-May,0,0,15.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-9999999,0,0,0,0,0,-9999999,42.1,0,0,0,0,1,0.8,0,0,0,0.2
26-May,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,-9999999,0,5.1,0,0,0,-9999999,47.7,0,1,1.9,0,0.2,0,3,0,0,1.8
27-May,0,0,6.8,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0
28-May,0,0,0,23.5,0,0,0,0,0,7.3,0,0,0,0,0,14,0,0,0,0,0,-9999999,0,0,0,0,0.5,-9999999,2.7,0,0,0,6,0,0,0,0,2.6,1
29-May,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,1.5,-9999999,0,0,20,0,0,3.4,0,0.4,0.2,1.2,1.2
30-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,29,20,0,5,0,0,0,0.6,3.4
31-May,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,3,0,5,27.6,0,0,-9999999,0,0,3.6,3.2,0,-9999999,0,0,0,29,0,0,0,0.2,0,0,14.8
01-Jun,0,0,21.3,0,0,0,0,0,0,0,3.3,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,14.8,0,0,4.6
02-Jun,0,0,22.4,0,0,0,0,0,0,0,2.2,0,0,0,0,-9999999,9.3,0,0,2.2,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,7.2
03-Jun,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-9999999,0,0,0,4.3,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,1.2,1.2,0
04-Jun,0,0,0,0,0,0,0,0,0,0,3.5,3.4,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,1,0,0,0.8
05-Jun,0,0,0,0,0,0,0,0,0,5.3,3.5,0,0,0,0,-9999999,0,0,0,6.2,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0.2,0,0.4,2.2,0.6,0.2
06-Jun,0,0,0,0,0,0,0,0,0,7.4,28.3,0,0,0,0,-9999999,0,0,0,3.3,4.3,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,1.6,0.2,0,1.8,56,0
07-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,2.7,0,3.2,0,0,-9999999,0,0,0,-9999999,1,0,0,0,0,0.2
08-Jun,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,2.1,0,0,-9999999,0,0,0,0,0,0,6,0,19.4,0
09-Jun,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,-9999999,0,0,0,4.1,0,-9999999,0,0,0,4.3,0,0,-9999999,0,0,0,0,0,0,0.6,0,0,0
10-Jun,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,-9999999,0,0,0,19.2,0,-9999999,0,0,0,0,0,0,-9999999,6.3,0,0,0,0,0.6,0,0,0,0
11-Jun,0,0,0,0,0,0,0,0,0,3.2,0,0,5.3,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0.2,0,0,9,0
12-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,6.1,0,0,0,0,0,-9999999,0,0,0,-9999999,0,0,0.8,0.2,3.4,0
13-Jun,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,-9999999,1.9,3.4,0,9.6,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0.2,0,0,1,0
14-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,3.6,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,-9999999,0.6,0.2,0,0,0.2,0
15-Jun,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,1,0.2,0,5.8,0,0
16-Jun,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,-9999999,0,0,0,0,2.1,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,3.8,0,0.2,1,0,0
17-Jun,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,3.4,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,2.6,0,0,13,0,0
18-Jun,0,0,0,0,0,0,0,0,0,7.4,0,2.5,3.4,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0.4,0,0.6,7,0,0
19-Jun,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,2.1,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0.8,0,0,0.6,0,1.4
20-Jun,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0.2,0.4,0,0
21-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,1.3,7.3,0,0,0,-9999999,0,0,0,0,0,1.6,0.2,4.8,0.6,0
22-Jun,0,0,0,0,0,3.4,0,0,0,9.8,0,0,0,0,0,-9999999,0,7.7,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,1.4,0,0.2,0,0
23-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,1.5,0,-9999999,0,0,0,0,0,0,16.6,1.8,2.6,0
24-Jun,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,1,0,0,1,0,0.2
25-Jun,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,-9999999,0,0,0,0,0,-9999999,0,0.5,0,0,0,0,-9999999,5.3,0,0,0,0,0,0,0.2,0,0
26-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,1.4,0,0.4,0.4,0,0
27-Jun,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,6.9,-9999999,0,0,0,0,2.8,0,0,1.4,0,0
28-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,9.6,0,0,-9999999,0,0,0,0,0,3,-9999999,0,0,0,0,0,0.8,0,0,0.2,0
29-Jun,0,0,0,0,0,0,0,0,0,0,0,38.8,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0.2,0.6
30-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0.8
01-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
02-Jul,0,0,0,0,0,0,0,0,0,0,0,3.5,-9999999,0,0,0,0,9.4,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2
03-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,7.8,0,3.1,3.2,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0
04-Jul,0,3.5,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,3.3,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
05-Jul,0,3.7,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,5.2,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0
06-Jul,0,0,0,3.5,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,3.2,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,2.4,0
07-Jul,0,0,6.8,0,0,0,0,0,5.4,0,0,0,-9999999,0,4.7,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,1,4.8
08-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,6.7,1.5,0,0,0,2.8,0,0,0.2,0.6,4.4
09-Jul,8.1,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,5.2,0,0,0,4.1,-9999999,0,0,0,3.2,0,0,0,1,0,0,0,1.4,0,0.2,0,0,0
10-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,2.1,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0.8
11-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,3.4,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.6,3.6,0
12-Jul,0,0,0,0,0,0,0,4.7,0,0,0,0,-9999999,0,0,0,0,0,0,7.1,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.4,3,0
13-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,12.8,0,0,0,0,0,-9999999,0,1.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0.2,0
14-Jul,0,2.4,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,2.3,-9999999,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Jul,0,3.3,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,4.1,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2,0
16-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Jul,5.3,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,6.2,0,0,0,0,-9999999,7.3,0,3.1,0,0,0,0,0,10.3,10.3,0,0.4,0,1.2,0,0,0
18-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,2.8,0,1.2,0,0,0,0,0,-9999999,0,0,0,0,0,0,6.8,0,0,0,0,0,0,4.2,0.4,0,0
19-Jul,0,0,0,0,0,0,0,4.5,6.7,0,0,0,-9999999,3.2,0,0,3.8,0,0,3.8,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,1.8,1.4,0.8,0.2,0,4.2
20-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,5,0,0,4.3,2.2,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,6
21-Jul,0,4.3,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,2.5,3.5,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1.6,0.6,0.2
22-Jul,0,2.1,0,0,0,0,0,0,0,0,0,3.5,-9999999,0,0,0,0,0,1.2,0,0,-9999999,5.1,2.3,0,0,0,0,0,0,0,0,0,1.6,0,0,3.4,0.2,0
23-Jul,0,0,0,0,0,0,0,0,0,0,0,6.8,-9999999,0,0,2.5,0,0,3.4,0,0,-9999999,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,1.6,0.2,0.2
24-Jul,5.1,0,0,0,0,0,0,0,0,0,0,4.3,-9999999,0,0,1,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.6,0,0,1
26-Jul,0,0,0,0,0,0,0,3.2,0,0,0,0,-9999999,0,9.1,0,0,0,0,0,0,-9999999,4.2,0,2.7,0,0,0,0.8,0,0,0,0,5.8,0,0,0.4,2,0.6
27-Jul,0,2.2,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,0,1.2,0,0,0,0,8.1,0,0,0,4.2,0,0,0,0.6,0
28-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,0,2.3,0,0,0,0,0,8,8,1,0,0,0,4.2,0,1.2
29-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,3.3,1.4,22.3,22.3,0,0.2,1,1.4,1.6,0,0.4
30-Jul,6,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,-9999999,0,18.5,0,0,0,0,0,0,0,0,2,0,0,0.6,0,0,1
31-Jul,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,2.6,-9999999,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,7.4,0.8,0
01-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,-9999999,0,0,-9999999,0,0,2.6,0,0,0,1.4,0,9.3,9.3,0,0.2,3,0,0.4,0,0
02-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,-9999999,0,0,-9999999,0,0,0,11.9,0,0,0,0,10,10,0,0.6,0,0.2,0,0.4,0.2
03-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,-9999999,3.1,0,-9999999,0,0,0,0,10,0,0,0,0,0,0,1.6,0,0,3.2,0.4,0.8
04-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,-9999999,0,0,-9999999,0,0,0,0,15,0,2.2,0,0,0,0,0,0,0.4,1.8,0.8,0
05-Aug,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,3.4,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1.8,0,0
06-Aug,3.7,3.5,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1.4,0,0
07-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,8.4,1.4,0,1.2,1.8,1.6
08-Aug,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,1,5.8,0,4.8,2,3.8
09-Aug,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,20,0,7,0,0,0,0,0.6,1.2,1.4,2,0,3
10-Aug,2.2,0,0,0,0,0,0,0,0,0,3.4,0,0,0,3.2,1.4,0,0,-9999999,5.3,0,-9999999,0,0,0,0,15,0,0,0,0,0,0,4.8,2,0,0.2,0.6,1.2
11-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,-9999999,4.2,0,-9999999,0,0,0,0,31,0,1.9,0,0,0,0,1.8,1.8,2.8,0,0.6,0.4
12-Aug,2.5,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,-9999999,6.4,0,-9999999,3.2,0,4.2,3.6,0,0,3.6,0,0,0,0,0,2.2,0,1.4,0.2,0.4
13-Aug,0,3.6,0,10.1,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.2,0.8,0.2
14-Aug,0,4.2,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,7,0,0,0,0,0,0,0,0,1.6,0,0,1.6,0.2
15-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1.4,0.4
16-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,-9999999,0,0,-9999999,3.2,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,1,0.2
17-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,1.1,0,0,0,0,0.2,0,0.6,0,0,0.2
18-Aug,4.3,0,0,0,0,0,0,0,0,0,0,14.5,2.3,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,3.4,0,0,0,0,0,0,3,0.2,0,1.2,0,0,0.2
19-Aug,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,3.3,0,0,0,0,0,0,7,0,0,0,0,0,0.4
20-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,2,0,0.2,10.4,13.8,0,0.8
21-Aug,0,0,0,0,0,0,0,0,0,0,0,18.7,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,5,1.5,0,0,0,0,0,0,0,0.2,0,0,0
22-Aug,0,0,0,0,0,0,0,0,5.3,0,0,5.1,0,0,0,0,0,0,-9999999,0,0,-9999999,2.1,0,0,0,0,0.5,0,0,0,0,0,4.6,0,0,0,0,0.2
23-Aug,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,9.4,0,0.4
24-Aug,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4,1.4,10.6,0
25-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0.3,5.6,0,0,0,1.8,0,2.8,0,7,0
26-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,1.9,0,0,0,0,0,0,0,0,0,0,2.4,0.8,0,2.2,0
27-Aug,0,0,0,0,0,0,0,0,4.4,0,0,7.2,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,45,0,0,0,0,0,0,0.2,2,1.8,0,0,0
28-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,1.5,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
29-Aug,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,1.2,0,0.8
30-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,0,0,0,0,0,2.2,0.4,0,0.4,0,0
31-Aug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0,2.2,0,0,0,0,0,0,0,0,0,0.4,0,0.2,6.6,1.8
01-Sep,0,0,0,0,12.8,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0
02-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,1.5,0,0,0,0,0,-9999999,0,0,0,0,1,1.2,0,3.2,4,0.2
03-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,6,0,10.5,0,0,-9999999,0,0,0,0,0,5,0,0.2,0,0
04-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0.2,5.4,0
05-Sep,0,0,0,0,0,0,0,3.5,0,4.2,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,2.6,0,0,9.4,0
06-Sep,0,0,0,0,0,0,0,4.1,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,1.6,0.4,0,3.6,0
07-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,1.2,0,0,0
08-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,1.6,0,0,0,0,0,0,3.4,0,0,0.2
09-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,2.2,0,0
10-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0,0
11-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,5.6,0,0,0,0
12-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0.2,3.8,0,0,0,0.6
13-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,18.8,0,0,0,0,-9999999,0,9,9,0,0,1,1.4,0,0,0
14-Sep,0,3.2,0,0,0,4.5,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,0,0.2,0
15-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0,5,0,0,0,0.4
16-Sep,0,0,0,0,0,0,0,0,0,0,0,18.3,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,1.8,0.4,0,0,17,0
17-Sep,0,0,0,0,0,0,0,0,0,0,8.7,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,21.6,0,0,-9999999,0,0,0,0,0,0,0,1.4,0,0
18-Sep,43.4,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0.6,0,0,-9999999,0,0,0,0,0.2,0,0,1,0,0
19-Sep,34.3,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,0,0,0,0,0.2,0,0,1,0,0
20-Sep,0,0,0,0,0,0,0,0,0,0,0,0,-9999999,0,0,0,0,0,-9999999,0,0,-9999999,0,0,0,0,0,0,-9999999,37.5,0,0,0,0,0,0,0,0,0
